LfdNr;AGS;Gemeindename;Amt-AGS-VB;Veränderung-Wert;Veränderungen;Veränderung-Level;Mittel-2006-2013;Maximum;Maximum-Niveau;Berliner-Umland;Abstand-BAB;Pkw-Fahrzeit-zum-nächsten-BAB-Anschluß-2012;Grad-der-Verstädterung;Grad-GV100-Bezeichnung;Code-Amt-Typ;Amt-Stadt-und-Gemeindetyp;Code-Status;Amt-Status;Fläche-km2;Arbeitslose-2014;Bevölkerungsentwicklung-2008-2013;Entwicklung-der-erwerbsfähigen-Bevölkerung-2008-2013;Entwicklung-der-sozialversicherungspflichtig-Beschäftigten-2008-2013;Entwicklung-der-Arbeitslosenquote;Bevölkerung-2014;AL-Bev;Bev-dichte;Betriebe-pro-km2;WZ3-05-2;WZ3-06-1;WZ3-07-2;WZ3-08-1;WZ3-08-9;WZ3-10-1;WZ3-10-2;WZ3-10-3;WZ3-10-4;WZ3-10-5;WZ3-10-6;WZ3-10-7;WZ3-10-8;WZ3-10-9;WZ3-11-0;WZ3-12-0;WZ3-13-1;WZ3-13-2;WZ3-13-3;WZ3-13-9;WZ3-14-1;WZ3-14-2;WZ3-15-1;WZ3-15-2;WZ3-16-1;WZ3-16-2;WZ3-17-1;WZ3-17-2;WZ3-18-1;WZ3-18-2;WZ3-19-2;WZ3-20-1;WZ3-20-2;WZ3-20-3;WZ3-20-4;WZ3-20-5;WZ3-20-6;WZ3-21-1;WZ3-21-2;WZ3-22-1;WZ3-22-2;WZ3-23-1;WZ3-23-2;WZ3-23-3;WZ3-23-4;WZ3-23-5;WZ3-23-6;WZ3-23-7;WZ3-23-9;WZ3-24-1;WZ3-24-2;WZ3-24-3;WZ3-24-4;WZ3-24-5;WZ3-25-1;WZ3-25-2;WZ3-25-3;WZ3-25-4;WZ3-25-5;WZ3-25-6;WZ3-25-7;WZ3-25-9;WZ3-26-1;WZ3-26-2;WZ3-26-3;WZ3-26-4;WZ3-26-5;WZ3-26-6;WZ3-26-7;WZ3-27-1;WZ3-27-2;WZ3-27-3;WZ3-27-4;WZ3-27-5;WZ3-27-9;WZ3-28-1;WZ3-28-2;WZ3-28-3;WZ3-28-4;WZ3-28-9;WZ3-29-1;WZ3-29-2;WZ3-29-3;WZ3-30-1;WZ3-30-2;WZ3-30-3;WZ3-30-9;WZ3-31-0;WZ3-32-1;WZ3-32-2;WZ3-32-3;WZ3-32-4;WZ3-32-5;WZ3-32-9;WZ3-33-1;WZ3-33-2;WZ3-35-1;WZ3-35-2;WZ3-35-3;WZ3-36-0;WZ3-37-0;WZ3-38-1;WZ3-38-2;WZ3-38-3;WZ3-39-0;WZ3-41-1;WZ3-41-2;WZ3-42-1;WZ3-42-2;WZ3-42-9;WZ3-43-1;WZ3-43-2;WZ3-43-3;WZ3-43-9;WZ3-45-1;WZ3-45-2;WZ3-45-3;WZ3-45-4;WZ3-46-1;WZ3-46-2;WZ3-46-3;WZ3-46-4;WZ3-46-5;WZ3-46-6;WZ3-46-7;WZ3-46-9;WZ3-47-1;WZ3-47-2;WZ3-47-3;WZ3-47-4;WZ3-47-5;WZ3-47-6;WZ3-47-7;WZ3-47-8;WZ3-47-9;WZ3-49-1;WZ3-49-2;WZ3-49-3;WZ3-49-4;WZ3-49-5;WZ3-50-3;WZ3-50-4;WZ3-51-1;WZ3-51-2;WZ3-52-1;WZ3-52-2;WZ3-53-2;WZ3-55-1;WZ3-55-2;WZ3-55-3;WZ3-55-9;WZ3-56-1;WZ3-56-2;WZ3-56-3;WZ3-58-1;WZ3-58-2;WZ3-59-1;WZ3-59-2;WZ3-60-1;WZ3-60-2;WZ3-61-1;WZ3-61-2;WZ3-61-3;WZ3-61-9;WZ3-62-0;WZ3-63-1;WZ3-63-9;WZ3-64-1;WZ3-64-2;WZ3-64-3;WZ3-64-9;WZ3-65-1;WZ3-65-2;WZ3-66-1;WZ3-66-2;WZ3-66-3;WZ3-68-1;WZ3-68-2;WZ3-68-3;WZ3-69-1;WZ3-69-2;WZ3-70-1;WZ3-70-2;WZ3-71-1;WZ3-71-2;WZ3-72-1;WZ3-72-2;WZ3-73-1;WZ3-73-2;WZ3-74-1;WZ3-74-2;WZ3-74-3;WZ3-74-9;WZ3-75-0;WZ3-77-1;WZ3-77-2;WZ3-77-3;WZ3-77-4;WZ3-78-1;WZ3-78-2;WZ3-78-3;WZ3-79-1;WZ3-79-9;WZ3-80-1;WZ3-80-2;WZ3-80-3;WZ3-81-1;WZ3-81-2;WZ3-81-3;WZ3-82-1;WZ3-82-2;WZ3-82-3;WZ3-82-9;WZ3-85-1;WZ3-85-2;WZ3-85-3;WZ3-85-4;WZ3-85-5;WZ3-85-6;WZ3-86-1;WZ3-86-2;WZ3-86-9;WZ3-87-1;WZ3-87-2;WZ3-87-3;WZ3-87-9;WZ3-88-1;WZ3-88-9;WZ3-90-0;WZ3-91-0;WZ3-92-0;WZ3-93-1;WZ3-93-2;WZ3-94-1;WZ3-94-2;WZ3-94-9;WZ3-95-1;WZ3-95-2;WZ3-96-0;Summe-Betriebe
128;12064044;Bad Freienwalde (Oder), Stadt;120640044;0;konstant;0;1;1;niedrig;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;3;Größere Kleinstadt;4;schrumpfend;131.11;938;-5.19;-7.58;22.52;-5.87;12382;7.58%;94.44;4.26;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;2;2;5;0;0;1;0;0;0;1;0;1;7;3;2;2;2;43;43;19;9;9;6;4;8;0;3;2;0;3;4;0;12;7;1;5;10;5;23;3;7;0;0;3;11;0;0;2;0;0;1;2;4;4;4;0;1;22;2;2;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;0;0;1;0;0;7;0;0;17;4;9;14;1;3;20;0;2;0;2;0;0;2;0;4;1;0;0;2;0;0;0;0;2;0;1;0;1;4;4;2;0;1;1;2;3;2;0;0;7;0;1;26;13;3;0;2;1;2;4;2;0;0;4;1;0;0;6;1;0;23;559
129;12064053;Beiersdorf-Freudenberg;120645403;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;25.35;48;-3.98;-4.43;-30.92;-6.71;598;8.03%;23.59;1.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;3;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;32
130;12064057;Bleyen-Genschmar;120645404;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;29.68;42;-8.05;-8.24;-21.98;-6.84;490;8.57%;16.51;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
131;12064061;Bliesdorf;120645414;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;34.96;54;-7.01;-8.83;-22.48;-6.39;923;5.85%;26.4;0.66;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;3;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;23
132;12064084;Buckow (Märkische Schweiz), Stadt;120645408;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;2;wachsend;14.42;50;-1.33;-4.31;-6.43;-3.22;1466;3.41%;101.66;7.7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;3;0;0;0;0;12;2;9;1;1;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;1;4;0;0;0;0;2;1;0;1;0;0;0;0;0;0;6;2;0;1;4;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;0;0;0;0;0;1;0;2;0;2;5;1;2;0;0;0;1;0;3;0;1;1;0;0;0;5;0;0;5;111
133;12064125;Falkenberg;120645403;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;59.6;145;-3.98;-4.43;-30.92;-6.71;2268;6.39%;38.05;1.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;7;8;7;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;0;0;3;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;70
134;12064128;Falkenhagen (Mark);120645412;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;27.23;36;-6.15;-6.04;-25.93;-5.6;718;5.01%;26.37;1.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;31
135;12064130;Fichtenhöhe;120645412;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;22.91;32;-6.15;-6.04;-25.93;-5.6;521;6.14%;22.74;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;15
136;12064136;Fredersdorf-Vogelsdorf;120640136;0;konstant;0;0;0;leer;Ja;1;bis unter 15 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;2;wachsend;16.42;320;2.96;-1.58;-9.47;-2.44;12879;2.48%;784.35;41.23;0;0;0;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4;0;0;0;0;1;0;1;1;0;1;0;3;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;2;1;0;0;1;0;0;0;0;1;0;2;0;0;3;7;2;3;0;4;60;69;29;16;14;2;0;19;0;0;3;1;3;8;1;13;5;1;2;18;3;16;1;9;0;0;5;13;0;0;0;0;0;0;3;7;4;0;0;1;10;3;2;0;0;1;0;0;0;1;0;0;0;11;0;3;0;0;0;0;0;0;0;7;0;0;21;10;2;9;1;12;21;1;0;0;6;0;1;0;0;6;3;1;2;8;0;0;1;0;2;1;4;1;0;14;21;8;2;0;5;9;3;1;0;0;7;0;0;8;8;1;0;1;0;2;1;6;0;1;1;7;0;0;2;0;6;29;677
137;12064153;Garzau-Garzin;120645408;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;2;wachsend;26.1;35;-1.33;-4.31;-6.43;-3.22;691;5.07%;26.48;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14
138;12064172;Golzow;120645404;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;17.43;84;-8.05;-8.24;-21.98;-6.84;840;10.00%;48.19;1.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;33
139;12064190;Gusow-Platkow;120645410;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;38.04;66;-6.52;-10.46;-12.39;-4.94;1193;5.53%;31.36;1.13;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;43
140;12064205;Heckelberg-Brunow;120645403;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;35.78;47;-3.98;-4.43;-30.92;-6.71;681;6.90%;19.03;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;30
141;12064222;Höhenland;120645403;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;4;schrumpfend;53.93;64;-3.98;-4.43;-30.92;-6.71;1036;6.18%;19.21;0.83;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;0;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;2;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;45
142;12064227;Hoppegarten;120640227;-1;negativ mit Wechsel;-1;2.5;3;mittel;Ja;1;bis unter 15 Minuten;2;mittlere Besiedlungsdichte;3;Größere Kleinstadt;1;stark wachsend;31.98;372;2.86;-3.5;30.01;-1.04;17002;2.19%;531.64;31.02;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;3;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;4;0;0;1;0;4;0;2;2;6;0;0;0;0;0;7;4;1;3;7;3;4;1;5;62;60;39;19;13;6;0;38;0;3;9;0;5;14;0;14;5;1;3;13;4;25;1;11;0;0;7;26;0;0;0;0;0;2;10;17;10;1;0;0;18;4;2;0;0;5;2;0;0;0;0;1;0;14;1;9;1;0;0;0;0;0;3;14;0;2;50;21;7;10;9;17;44;4;1;0;14;1;2;0;0;7;7;2;0;12;0;1;4;0;1;0;3;0;0;14;22;12;5;0;8;18;0;1;1;1;9;0;1;23;12;0;1;0;0;7;4;11;1;0;7;8;1;0;3;0;2;27;992
143;12064266;Küstriner Vorland;120645404;0;konstant;0;0;0;leer;Nein;3;30 bis unter 45 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;46.53;276;-8.05;-8.24;-21.98;-6.84;2606;10.59%;56.01;1.68;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;6;0;2;3;0;0;2;0;2;2;0;0;0;0;2;1;0;0;1;0;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;4;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;2;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;2;3;78
144;12064268;Lebus, Stadt;120645406;0;konstant;0;0;0;leer;Nein;2;15 bis unter 30 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;54.29;118;-5.79;-9.02;3.21;-4.5;3148;3.75%;57.98;2.78;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;0;0;0;2;0;0;0;1;3;2;2;0;0;9;19;5;2;7;0;0;2;0;0;1;0;0;1;0;3;2;0;0;3;1;5;0;2;0;0;1;2;1;0;0;0;0;0;1;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3;0;0;9;0;0;2;0;0;10;0;0;0;1;0;0;1;0;1;2;0;0;2;0;0;0;0;0;0;0;0;0;1;3;6;1;0;0;1;1;0;1;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;1;1;0;0;3;0;0;2;151
145;12064274;Letschin;120640274;0;auf und ab;0;0;1;niedrig;Nein;4;45 bis unter 60 Minuten;3;gering besiedelt;5;Landgemeinde;5;stark schrumpfend;142.21;356;-8.83;-9.44;-26.74;-8.22;4100;8.68%;28.83;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;1;0;0;0;1;0;0;0;0;10;5;11;2;6;0;0;0;2;0;0;0;1;1;0;7;2;0;1;1;0;2;0;0;0;0;4;3;0;0;0;0;0;0;0;0;2;4;0;0;10;1;3;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;1;0;0;1;2;0;0;1;0;0;0;0;2;0;0;0;0;0;2;2;0;0;1;1;1;0;1;0;0;0;0;7;2;1;0;0;0;1;0;1;0;0;0;0;0;0;4;0;0;8;142
