AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
62461;12062461;Schönewalde, Stadt;;;;;;;143;133;10;0;0;78
62464;12062464;Schraden;;;;;;;22;17;4;1;0;21
62469;12062469;Sonnewalde, Stadt;;;;;;;141;131;7;3;0;270
62492;12062492;Tröbitz;;;;;;;30;23;6;1;0;208
62500;12062500;Uebigau-Wahrenbrück, Stadt;;;;;;;182;164;12;5;1;96
63036;12063036;Brieselang;;;;;;;377;343;25;7;2;193
63056;12063056;Dallgow-Döberitz;;;;;;;384;346;32;5;1;89
63080;12063080;Falkensee, Stadt;;;;;;;1859;1732;104;23;0;73
63088;12063088;Friesack, Stadt;;;;;;;107;99;5;2;1;216
63094;12063094;Gollenberg;;;;;;;8;8;0;0;0;229
63112;12063112;Großderschau;;;;;;;14;13;1;0;0;174
63134;12063134;Havelaue;;;;;;;39;39;0;0;0;161
63142;12063142;Wiesenaue;;;;;;;24;23;1;0;0;212
63148;12063148;Ketzin/Havel, Stadt;;;;;;;266;241;22;3;0;203
63161;12063161;Kleßen-Görne;;;;;;;11;11;0;0;0;52
63165;12063165;Kotzen;;;;;;;17;17;0;0;0;36
63186;12063186;Märkisch Luch;;;;;;;37;34;3;0;0;67
63189;12063189;Milower Land;;;;;;;163;154;9;0;0;204
63202;12063202;Mühlenberge;;;;;;;26;23;3;0;0;47
63208;12063208;Nauen, Stadt;;;;;;;714;621;73;17;3;100
63212;12063212;Nennhausen;;;;;;;67;64;3;0;0;70
63228;12063228;Paulinenaue;;;;;;;37;35;2;0;0;236
63240;12063240;Pessin;;;;;;;23;22;1;0;0;19
63244;12063244;Premnitz, Stadt;;;;;;;307;265;35;6;1;81
63252;12063252;Rathenow, Stadt;;;;;;;1101;981;97;18;5;160
63256;12063256;Retzow;;;;;;;19;17;1;1;0;120
63260;12063260;Rhinow, Stadt;;;;;;;98;87;10;1;0;173
63273;12063273;Schönwalde-Glien;;;;;;;361;338;19;4;0;88
63274;12063274;Seeblick;;;;;;;38;37;0;1;0;28
63293;12063293;Stechow-Ferchesar;;;;;;;33;32;1;0;0;51
63357;12063357;Wustermark;;;;;;;328;279;30;17;2;192
64009;12064009;Alt Tucheband;;;;;;;24;21;3;0;0;359
64029;12064029;Altlandsberg, Stadt;;;;;;;490;460;26;3;1;13
64044;12064044;Bad Freienwalde (Oder), Stadt;;;;;;;566;504;53;9;0;124
64053;12064053;Beiersdorf-Freudenberg;;;;;;;33;31;2;0;0;84
64057;12064057;Bleyen-Genschmar;;;;;;;8;8;0;0;0;325
64061;12064061;Bliesdorf;;;;;;;21;19;1;1;0;281
64084;12064084;Buckow (Märkische Schweiz), Stadt;;;;;;;107;99;6;2;0;225
64125;12064125;Falkenberg;;;;;;;65;61;4;0;0;217
64128;12064128;Falkenhagen (Mark);;;;;;;29;28;1;0;0;329
64130;12064130;Fichtenhöhe;;;;;;;19;18;1;0;0;289
64136;12064136;Fredersdorf-Vogelsdorf;;;;;;;693;633;52;8;0;398
64153;12064153;Garzau-Garzin;;;;;;;15;15;0;0;0;387
64172;12064172;Golzow;;;;;;;32;32;0;0;0;343
64190;12064190;Gusow-Platkow;;;;;;;42;40;2;0;0;284
64205;12064205;Heckelberg-Brunow;;;;;;;28;26;2;0;0;30
64222;12064222;Höhenland;;;;;;;48;46;2;0;0;111
64227;12064227;Hoppegarten;;;;;;;1013;879;111;22;1;383
64266;12064266;Küstriner Vorland;;;;;;;76;69;7;0;0;324
64268;12064268;Lebus, Stadt;;;;;;;149;137;12;0;0;361
64274;12064274;Letschin;;;;;;;142;136;4;2;0;290
64288;12064288;Lietzen;;;;;;;21;19;2;0;0;282
64290;12064290;Lindendorf;;;;;;;39;35;3;1;0;357
64303;12064303;Märkische Höhe;;;;;;;18;18;0;0;0;128
64317;12064317;Müncheberg, Stadt;;;;;;;304;277;21;5;1;293
64336;12064336;Neuenhagen bei Berlin;;;;;;;909;838;61;9;1;148
64340;12064340;Neuhardenberg;;;;;;;105;94;10;1;0;317
64349;12064349;Neulewin;;;;;;;26;25;1;0;0;320
64365;12064365;Neutrebbin;;;;;;;66;64;1;1;0;352
64370;12064370;Oberbarnim;;;;;;;50;48;2;0;0;263
64371;12064371;Oderaue;;;;;;;57;55;2;0;0;346
64380;12064380;Petershagen/Eggersdorf;;;;;;;635;607;28;0;0;390
64388;12064388;Podelzig;;;;;;;26;26;0;0;0;287
64393;12064393;Prötzel;;;;;;;36;34;2;0;0;242
64408;12064408;Rehfelde;;;;;;;199;190;8;1;0;262
64417;12064417;Reichenow-Möglin;;;;;;;27;27;0;0;0;251
64420;12064420;Reitwein;;;;;;;18;18;0;0;0;327
64428;12064428;Rüdersdorf bei Berlin;;;;;;;712;621;72;16;3;59
64448;12064448;Seelow, Stadt;;;;;;;284;255;21;7;1;342
64472;12064472;Strausberg, Stadt;;;;;;;1141;1009;110;20;2;389
64480;12064480;Treplin;;;;;;;18;18;0;0;0;283
64482;12064482;Vierlinden;;;;;;;66;57;9;0;0;360
64484;12064484;Waldsieversdorf;;;;;;;37;35;1;1;0;277
64512;12064512;Wriezen, Stadt;;;;;;;296;272;21;3;0;347
64538;12064538;Zechin;;;;;;;12;12;0;0;0;340
64539;12064539;Zeschdorf;;;;;;;40;39;1;0;0;45
65036;12065036;Birkenwerder;;;;;;;415;377;28;9;1;71
65084;12065084;Fürstenberg/Havel, Stadt;;;;;;;295;279;15;1;0;410
65096;12065096;Glienicke/Nordbahn;;;;;;;512;493;19;0;0;38
65100;12065100;Gransee, Stadt;;;;;;;286;252;27;7;0;139
65117;12065117;Großwoltersdorf;;;;;;;23;22;1;0;0;62
65136;12065136;Hennigsdorf, Stadt;;;;;;;900;768;108;18;6;202
65144;12065144;Hohen Neuendorf, Stadt;;;;;;;1174;1107;61;6;0;418
65165;12065165;Kremmen, Stadt;;;;;;;324;297;20;6;1;191
65180;12065180;Leegebruch;;;;;;;227;215;10;2;0;146
65193;12065193;Liebenwalde, Stadt;;;;;;;187;175;12;0;0;420
65198;12065198;Löwenberger Land;;;;;;;339;308;25;6;0;273
65225;12065225;Mühlenbecker Land;;;;;;;623;587;30;6;0;381
65251;12065251;Oberkrämer;;;;;;;444;402;34;7;1;176
65256;12065256;Oranienburg, Stadt;;;;;;;1955;1759;153;36;7;419
65276;12065276;Schönermark;;;;;;;11;9;2;0;0;29
65301;12065301;Sonnenberg;;;;;;;18;17;1;0;0;98
65310;12065310;Stechlin;;;;;;;45;43;2;0;0;423
65332;12065332;Velten, Stadt;;;;;;;551;462;71;18;0;188
65356;12065356;Zehdenick, Stadt;;;;;;;522;462;55;4;1;199
66008;12066008;Altdöbern;;;;;;;90;85;5;0;0;286
66041;12066041;Bronkow;;;;;;;28;23;4;1;0;245
66052;12066052;Calau, Stadt;;;;;;;299;266;23;10;0;260
66064;12066064;Frauendorf;;;;;;;23;21;2;0;0;190
66104;12066104;Großkmehlen;;;;;;;40;35;4;1;0;93
66112;12066112;Großräschen, Stadt;;;;;;;359;317;32;10;0;382
66116;12066116;Grünewald;;;;;;;14;14;0;0;0;356
66120;12066120;Guteborn;;;;;;;18;16;2;0;0;268
66124;12066124;Hermsdorf;;;;;;;19;19;0;0;0;416
66132;12066132;Hohenbocka;;;;;;;33;31;2;0;0;355
66168;12066168;Kroppen;;;;;;;23;23;0;0;0;85
66176;12066176;Lauchhammer, Stadt;;;;;;;533;470;49;12;2;406
66188;12066188;Lindenau;;;;;;;21;19;2;0;0;231
66196;12066196;Lübbenau/Spreewald, Stadt;;;;;;;661;583;59;16;3;223
66202;12066202;Luckaitztal;;;;;;;35;34;1;0;0;266
66226;12066226;Neu-Seeland;;;;;;;10;10;0;0;0;362
66228;12066228;Neupetershain;;;;;;;32;30;2;0;0;276
66240;12066240;Ortrand, Stadt;;;;;;;115;101;11;3;0;69
66272;12066272;Ruhland, Stadt;;;;;;;170;157;12;1;0;415
66285;12066285;Schipkau;;;;;;;219;187;31;1;0;243
66292;12066292;Schwarzbach;;;;;;;20;19;1;0;0;244
66296;12066296;Schwarzheide, Stadt;;;;;;;237;188;39;9;1;264
66304;12066304;Senftenberg, Stadt;;;;;;;929;788;104;32;5;150
66316;12066316;Tettau;;;;;;;29;27;2;0;0;254
66320;12066320;Vetschau/Spreewald, Stadt;;;;;;;338;302;29;5;2;338
67024;12067024;Bad Saarow;;;;;;;279;259;12;7;1;60
67036;12067036;Beeskow, Stadt;;;;;;;431;380;37;13;1;344
67040;12067040;Berkenbrück;;;;;;;38;37;1;0;0;322
67072;12067072;Briesen (Mark);;;;;;;90;84;5;1;0;288
67076;12067076;Brieskow-Finkenheerd;;;;;;;84;79;5;0;0;126
67112;12067112;Diensdorf-Radlow;;;;;;;20;18;2;0;0;34
67120;12067120;Eisenhüttenstadt, Stadt;;;;;;;924;771;107;41;5;353
67124;12067124;Erkner, Stadt;;;;;;;477;428;42;7;0;391
67137;12067137;Friedland, Stadt;;;;;;;129;123;6;0;0;350
67144;12067144;Fürstenwalde/Spree, Stadt;;;;;;;1313;1130;140;38;5;249
67173;12067173;Gosen-Neu Zittau;;;;;;;194;183;10;1;0;108
67180;12067180;Groß Lindow;;;;;;;54;54;0;0;0;274
67201;12067201;Grünheide (Mark);;;;;;;374;335;27;9;3;228
67205;12067205;Grunow-Dammendorf;;;;;;;19;19;0;0;0;401
67237;12067237;Jacobsdorf;;;;;;;90;79;10;1;0;127
67288;12067288;Langewahl;;;;;;;25;24;1;0;0;333
67292;12067292;Lawitz;;;;;;;16;16;0;0;0;280
67324;12067324;Mixdorf;;;;;;;34;34;0;0;0;318
67336;12067336;Müllrose, Stadt;;;;;;;191;165;24;1;1;334
67338;12067338;Neißemünde;;;;;;;46;43;3;0;0;380
67357;12067357;Neuzelle;;;;;;;137;123;13;1;0;384
67397;12067397;Ragow-Merz;;;;;;;9;8;1;0;0;349
67408;12067408;Rauen;;;;;;;55;53;2;0;0;267
67413;12067413;Reichenwalde;;;;;;;46;41;4;1;0;376
67426;12067426;Rietz-Neuendorf;;;;;;;149;138;9;2;0;331
67438;12067438;Schlaubetal;;;;;;;46;45;1;0;0;395
67440;12067440;Schöneiche bei Berlin;;;;;;;652;613;38;1;0;379
67458;12067458;Siehdichum;;;;;;;48;47;1;0;0;61
67469;12067469;Spreenhagen;;;;;;;163;147;14;2;0;53
67473;12067473;Steinhöfel;;;;;;;135;126;8;1;0;291
67481;12067481;Storkow (Mark), Stadt;;;;;;;419;379;33;6;1;248
67493;12067493;Tauche;;;;;;;155;145;10;0;0;275
67508;12067508;Vogelsang;;;;;;;15;13;2;0;0;341
67520;12067520;Wendisch Rietz;;;;;;;80;70;9;1;0;170
67528;12067528;Wiesenau;;;;;;;48;44;4;0;0;323
67544;12067544;Woltersdorf;;;;;;;414;393;18;3;0;411
67552;12067552;Ziltendorf;;;;;;;45;43;2;0;0;285
68052;12068052;Breddin;;;;;;;39;37;2;0;0;162
68072;12068072;Dabergotz;;;;;;;16;12;4;0;0;97
68109;12068109;Dreetz;;;;;;;37;36;1;0;0;141
68117;12068117;Fehrbellin;;;;;;;380;341;35;4;0;114
68181;12068181;Heiligengrabe;;;;;;;152;130;16;5;1;195
68188;12068188;Herzberg (Mark);;;;;;;25;22;3;0;0;303
68264;12068264;Kyritz, Stadt;;;;;;;499;448;42;8;1;377
68280;12068280;Lindow (Mark), Stadt;;;;;;;152;140;10;2;0;301
68306;12068306;Märkisch Linden;;;;;;;50;41;6;3;0;177
68320;12068320;Neuruppin, Stadt;;;;;;;1398;1203;140;49;6;404
68324;12068324;Neustadt (Dosse), Stadt;;;;;;;162;143;16;3;0;72
68353;12068353;Rheinsberg, Stadt;;;;;;;390;347;36;7;0;426
68372;12068372;Rüthnick;;;;;;;11;11;0;0;0;75
68409;12068409;Sieversdorf-Hohenofen;;;;;;;23;22;1;0;0;226
68413;12068413;Storbeck-Frankendorf;;;;;;;14;14;0;0;0;46
68417;12068417;Stüdenitz-Schönermark;;;;;;;18;17;1;0;0;259
68425;12068425;Temnitzquell;;;;;;;23;22;1;0;0;205
68426;12068426;Temnitztal;;;;;;;41;36;5;0;0;213
68437;12068437;Vielitzsee;;;;;;;17;16;1;0;0;87
68452;12068452;Walsleben;;;;;;;30;26;3;1;0;218
68468;12068468;Wittstock/Dosse, Stadt;;;;;;;645;563;71;11;0;157
68477;12068477;Wusterhausen/Dosse;;;;;;;215;197;15;3;0;403
68501;12068501;Zernitz-Lohm;;;;;;;33;33;0;0;0;112
69017;12069017;Beelitz, Stadt;;;;;;;567;509;48;8;2;37
69018;12069018;Beetzsee;;;;;;;107;99;7;1;0;221
69019;12069019;Beetzseeheide;;;;;;;29;28;1;0;0;219
69020;12069020;Bad Belzig, Stadt;;;;;;;553;492;52;8;1;237
69028;12069028;Bensdorf;;;;;;;48;47;1;0;0;149
69052;12069052;Borkheide;;;;;;;98;87;8;3;0;86
69056;12069056;Borkwalde;;;;;;;44;43;1;0;0;136
69076;12069076;Brück, Stadt;;;;;;;184;169;14;1;0;99
69089;12069089;Buckautal;;;;;;;14;14;0;0;0;122
69216;12069216;Golzow;;;;;;;72;69;3;0;0;182
69224;12069224;Görzke;;;;;;;67;61;6;0;0;144
69232;12069232;Gräben;;;;;;;19;18;1;0;0;49
69249;12069249;Groß Kreutz (Havel);;;;;;;335;310;22;3;0;77
69270;12069270;Havelsee, Stadt;;;;;;;129;125;4;0;0;220
69304;12069304;Kleinmachnow;;;;;;;1053;974;57;22;0;292
69306;12069306;Kloster Lehnin;;;;;;;526;466;52;7;1;16
69345;12069345;Linthe;;;;;;;64;51;9;4;0;145
69397;12069397;Michendorf;;;;;;;625;583;35;7;0;240
69402;12069402;Mühlenfließ;;;;;;;35;33;2;0;0;252
69448;12069448;Niemegk, Stadt;;;;;;;131;115;13;3;0;74
69454;12069454;Nuthetal;;;;;;;409;376;28;4;1;48
69460;12069460;Päwesin;;;;;;;21;20;1;0;0;152
69470;12069470;Planebruch;;;;;;;36;34;2;0;0;15
69474;12069474;Planetal;;;;;;;53;52;1;0;0;76
69485;12069485;Rabenstein/Fläming;;;;;;;31;31;0;0;0;185
69537;12069537;Rosenau;;;;;;;24;23;0;1;0;175
69541;12069541;Roskow;;;;;;;46;44;2;0;0;151
69590;12069590;Schwielowsee;;;;;;;518;481;32;5;0;421
69596;12069596;Seddiner See;;;;;;;168;145;18;4;1;230
69604;12069604;Stahnsdorf;;;;;;;854;792;49;10;3;101
69616;12069616;Teltow, Stadt;;;;;;;1183;1035;117;28;3;116
69632;12069632;Treuenbrietzen, Stadt;;;;;;;346;311;30;4;1;83
69648;12069648;Wenzlow;;;;;;;21;20;1;0;0;94
69656;12069656;Werder (Havel), Stadt;;;;;;;1275;1164;91;20;0;206
69665;12069665;Wiesenburg/Mark;;;;;;;183;164;17;2;0;102
69680;12069680;Wollin;;;;;;;33;29;4;0;0;215
69688;12069688;Wusterwitz;;;;;;;127;123;4;0;0;201
69696;12069696;Ziesar, Stadt;;;;;;;124;106;16;2;0;167
70008;12070008;Bad Wilsnack, Stadt;;;;;;;145;122;18;4;1;25
70028;12070028;Berge;;;;;;;37;34;3;0;0;131
70052;12070052;Breese;;;;;;;54;51;3;0;0;104
70060;12070060;Cumlosen;;;;;;;26;24;2;0;0;65
70096;12070096;Gerdshagen;;;;;;;19;17;2;0;0;314
70125;12070125;Groß Pankow (Prignitz);;;;;;;116;106;8;2;0;194
70145;12070145;Gülitz-Reetz;;;;;;;17;16;1;0;0;247
70149;12070149;Gumtow;;;;;;;121;114;6;1;0;241
70153;12070153;Halenbeck-Rohlsdorf;;;;;;;19;18;1;0;0;374
70173;12070173;Karstädt;;;;;;;258;228;25;5;0;156
70222;12070222;Kümmernitztal;;;;;;;8;8;0;0;0;309
70236;12070236;Lanz;;;;;;;31;29;2;0;0;166
70241;12070241;Legde/Quitzöbel;;;;;;;20;19;1;0;0;158
70244;12070244;Lenzen (Elbe), Stadt;;;;;;;120;112;7;1;0;169
70246;12070246;Lenzerwische;;;;;;;15;15;0;0;0;159
70266;12070266;Marienfließ;;;;;;;30;28;2;0;0;171
70280;12070280;Meyenburg, Stadt;;;;;;;115;105;7;2;1;310
70296;12070296;Perleberg, Stadt;;;;;;;619;533;71;14;1;105
70300;12070300;Pirow;;;;;;;20;18;2;0;0;125
70302;12070302;Plattenburg;;;;;;;114;105;7;2;0;32
70316;12070316;Pritzwalk, Stadt;;;;;;;591;494;77;18;2;196
70325;12070325;Putlitz, Stadt;;;;;;;112;104;8;0;0;305
70348;12070348;Rühstädt;;;;;;;22;20;2;0;0;68
70393;12070393;Triglitz;;;;;;;16;16;0;0;0;130
70416;12070416;Weisen;;;;;;;35;30;4;1;0;64
70424;12070424;Wittenberge, Stadt;;;;;;;719;615;86;16;2;31
71028;12071028;Briesen;;;;;;;24;24;0;0;0;339
71032;12071032;Burg (Spreewald);;;;;;;323;289;29;5;0;330
71041;12071041;Dissen-Striesow;;;;;;;30;29;1;0;0;41
71044;12071044;Döbern, Stadt;;;;;;;135;123;11;1;0;326
71052;12071052;Drachhausen;;;;;;;31;31;0;0;0;315
71057;12071057;Drebkau, Stadt;;;;;;;194;175;17;2;0;358
71060;12071060;Drehnow;;;;;;;18;17;1;0;0;299
71074;12071074;Felixsee;;;;;;;64;63;1;0;0;316
71076;12071076;Forst (Lausitz), Stadt;;;;;;;735;672;53;9;1;393
71153;12071153;Groß Schacksdorf-Simmersdorf;;;;;;;29;26;3;0;0;319
71160;12071160;Guben, Stadt;;;;;;;685;607;62;13;3;279
71164;12071164;Guhrow;;;;;;;32;30;1;1;0;371
71176;12071176;Heinersbrück;;;;;;;20;18;2;0;0;386
71185;12071185;Hornow-Wadelsdorf;;;;;;;27;25;2;0;0;298
71189;12071189;Jämlitz-Klein Düben;;;;;;;10;10;0;0;0;332
71193;12071193;Jänschwalde;;;;;;;49;45;4;0;0;26
71244;12071244;Kolkwitz;;;;;;;517;455;57;5;0;367
71294;12071294;Neiße-Malxetal;;;;;;;46;43;3;0;0;328
71301;12071301;Neuhausen/Spree;;;;;;;197;188;9;0;0;385
71304;12071304;Peitz, Stadt;;;;;;;257;214;34;6;3;297
71337;12071337;Schenkendöbern;;;;;;;141;134;7;0;0;364
71341;12071341;Schmogrow-Fehrow;;;;;;;20;19;1;0;0;57
71372;12071372;Spremberg, Stadt;;;;;;;1000;875;90;31;4;336
71384;12071384;Tauer;;;;;;;25;21;4;0;0;313
71386;12071386;Teichland;;;;;;;49;45;4;0;0;394
71392;12071392;Tschernitz;;;;;;;48;45;2;0;1;335
71401;12071401;Turnow-Preilack;;;;;;;47;45;1;1;0;300
71408;12071408;Welzow, Stadt;;;;;;;125;108;16;1;0;337
71412;12071412;Werben;;;;;;;51;49;2;0;0;58
71414;12071414;Wiesengrund;;;;;;;36;35;1;0;0;392
72002;12072002;Am Mellensee;;;;;;;279;261;16;2;0;142
72014;12072014;Baruth/Mark, Stadt;;;;;;;202;180;17;3;2;107
72017;12072017;Blankenfelde-Mahlow;;;;;;;1122;998;105;18;1;164
72053;12072053;Dahme/Mark, Stadt;;;;;;;241;215;20;6;0;79
72055;12072055;Dahmetal;;;;;;;17;17;0;0;0;82
72120;12072120;Großbeeren;;;;;;;476;376;74;21;5;165
72157;12072157;Ihlow;;;;;;;27;27;0;0;0;24
72169;12072169;Jüterbog, Stadt;;;;;;;618;549;63;6;0;147
72232;12072232;Luckenwalde, Stadt;;;;;;;879;762;92;22;3;137
72240;12072240;Ludwigsfelde, Stadt;;;;;;;1029;866;123;32;8;163
72297;12072297;Niedergörsdorf;;;;;;;197;178;16;3;0;179
72298;12072298;Niederer Fläming;;;;;;;114;104;10;0;0;22
72312;12072312;Nuthe-Urstromtal;;;;;;;254;241;12;1;0;27
72340;12072340;Rangsdorf;;;;;;;406;365;32;7;2;207
72426;12072426;Trebbin, Stadt;;;;;;;474;421;50;3;0;20
72477;12072477;Zossen, Stadt;;;;;;;909;833;65;11;0;172
73008;12073008;Angermünde, Stadt;;;;;;;552;498;48;6;0;133
