AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
60161;12060161;Melchow;;;;;;;41;40;1;0;0;235
60172;12060172;Niederfinow;;;;;;;35;34;1;0;0;110
60176;12060176;Oderberg, Stadt;;;;;;;81;78;2;1;0;402
60181;12060181;Panketal;;;;;;;807;779;27;1;0;186
60185;12060185;Parsteinsee;;;;;;;20;19;1;0;0;269
60192;12060192;Rüdnitz;;;;;;;60;59;1;0;0;153
60198;12060198;Schorfheide;;;;;;;470;422;43;4;1;417
60250;12060250;Sydower Fließ;;;;;;;26;24;2;0;0;118
60269;12060269;Wandlitz;;;;;;;1061;994;60;7;0;396
60280;12060280;Werneuchen, Stadt;;;;;;;371;333;34;4;0;180
60296;12060296;Ziethen;;;;;;;20;18;1;1;0;271
61005;12061005;Alt Zauche-Wußwerk;;;;;;;17;16;1;0;0;345
61017;12061017;Bersteland;;;;;;;49;41;5;3;0;115
61020;12061020;Bestensee;;;;;;;255;238;14;2;1;408
61061;12061061;Byhleguhre-Byhlen;;;;;;;20;17;3;0;0;311
61097;12061097;Drahnsdorf;;;;;;;17;17;0;0;0;227
61112;12061112;Eichwalde;;;;;;;297;282;14;1;0;397
61164;12061164;Golßen, Stadt;;;;;;;120;104;12;3;1;200
61192;12061192;Groß Köris;;;;;;;100;95;5;0;0;399
61216;12061216;Halbe;;;;;;;115;104;7;3;1;50
61217;12061217;Heidesee;;;;;;;312;293;17;2;0;198
61219;12061219;Heideblick;;;;;;;115;108;7;0;0;183
61224;12061224;Jamlitz;;;;;;;16;15;1;0;0;43
61244;12061244;Kasel-Golzig;;;;;;;27;23;2;2;0;189
61260;12061260;Königs Wusterhausen, Stadt;;;;;;;1472;1327;116;28;1;407
61265;12061265;Krausnick-Groß Wasserburg;;;;;;;22;18;4;0;0;121
61308;12061308;Lieberose, Stadt;;;;;;;57;55;2;0;0;348
61316;12061316;Lübben (Spreewald), Stadt;;;;;;;729;661;52;14;2;261
61320;12061320;Luckau, Stadt;;;;;;;486;418;57;11;0;197
61328;12061328;Märkisch Buchholz, Stadt;;;;;;;34;33;1;0;0;119
61329;12061329;Märkische Heide;;;;;;;168;154;14;0;0;246
61332;12061332;Mittenwalde, Stadt;;;;;;;410;358;37;14;1;253
61344;12061344;Münchehofe;;;;;;;7;7;0;0;0;135
61352;12061352;Neu Zauche;;;;;;;44;39;4;1;0;312
61405;12061405;Rietzneuendorf-Staakow;;;;;;;13;13;0;0;0;181
61428;12061428;Schlepzig;;;;;;;27;23;4;0;0;123
61433;12061433;Schönefeld;;;;;;;831;727;76;21;7;92
61435;12061435;Schönwald;;;;;;;44;43;1;0;0;90
61444;12061444;Schulzendorf;;;;;;;271;265;5;1;0;138
61448;12061448;Schwerin;;;;;;;38;37;1;0;0;234
61450;12061450;Schwielochsee;;;;;;;95;89;5;1;0;278
61470;12061470;Spreewaldheide;;;;;;;10;10;0;0;0;354
61471;12061471;Steinreich;;;;;;;10;8;1;1;0;155
61476;12061476;Straupitz;;;;;;;35;32;3;0;0;40
61492;12061492;Teupitz, Stadt;;;;;;;106;102;3;0;1;400
61510;12061510;Unterspreewald;;;;;;;55;49;6;0;0;109
61540;12061540;Wildau;;;;;;;512;430;66;16;0;80
61572;12061572;Zeuthen;;;;;;;464;443;17;4;0;184
62024;12062024;Bad Liebenwerda, Stadt;;;;;;;497;450;41;6;0;239
62088;12062088;Crinitz;;;;;;;72;67;5;0;0;187
62092;12062092;Doberlug-Kirchhain, Stadt;;;;;;;377;342;31;4;0;211
62124;12062124;Elsterwerda, Stadt;;;;;;;466;389;65;11;1;103
62128;12062128;Falkenberg/Elster, Stadt;;;;;;;257;227;25;5;0;91
62134;12062134;Fichtwald;;;;;;;29;27;2;0;0;373
62140;12062140;Finsterwalde, Stadt;;;;;;;760;685;58;16;1;388
62177;12062177;Gorden-Staupitz;;;;;;;18;17;1;0;0;143
62196;12062196;Gröden;;;;;;;51;49;2;0;0;233
62208;12062208;Großthiemig;;;;;;;25;23;2;0;0;232
62219;12062219;Heideland;;;;;;;16;15;1;0;0;210
62224;12062224;Herzberg (Elster), Stadt;;;;;;;500;444;41;14;1;178
62232;12062232;Hirschfeld;;;;;;;54;51;2;1;0;272
62237;12062237;Hohenbucko;;;;;;;33;28;5;0;0;214
62240;12062240;Hohenleipisch;;;;;;;71;68;3;0;0;238
62282;12062282;Kremitzaue;;;;;;;24;23;1;0;0;258
62289;12062289;Lebusa;;;;;;;31;29;2;0;0;17
62293;12062293;Lichterfeld-Schacksdorf;;;;;;;42;39;3;0;0;429
62333;12062333;Massen-Niederlausitz;;;;;;;157;134;17;6;0;372
62336;12062336;Merzdorf;;;;;;;18;17;0;1;0;168
62341;12062341;Mühlberg/Elbe, Stadt;;;;;;;145;134;6;5;0;154
62372;12062372;Plessa;;;;;;;80;74;6;0;0;140
62410;12062410;Röderland;;;;;;;151;132;18;1;0;23
62417;12062417;Rückersdorf;;;;;;;47;43;4;0;0;209
62425;12062425;Sallgast;;;;;;;49;43;6;0;0;113
62440;12062440;Schilda;;;;;;;6;6;0;0;0;256
62445;12062445;Schlieben, Stadt;;;;;;;118;110;6;2;0;430
62453;12062453;Schönborn;;;;;;;51;45;6;0;0;117
62461;12062461;Schönewalde, Stadt;;;;;;;142;131;11;0;0;78
62464;12062464;Schraden;;;;;;;15;12;3;0;0;21
62469;12062469;Sonnewalde, Stadt;;;;;;;132;122;8;2;0;270
62492;12062492;Tröbitz;;;;;;;34;25;8;1;0;208
62500;12062500;Uebigau-Wahrenbrück, Stadt;;;;;;;176;158;12;5;1;96
63036;12063036;Brieselang;;;;;;;369;332;30;6;1;193
63056;12063056;Dallgow-Döberitz;;;;;;;364;331;29;4;0;89
63080;12063080;Falkensee, Stadt;;;;;;;1631;1529;84;17;1;73
63088;12063088;Friesack, Stadt;;;;;;;105;99;4;1;1;216
63094;12063094;Gollenberg;;;;;;;9;9;0;0;0;229
63112;12063112;Großderschau;;;;;;;16;15;1;0;0;174
63134;12063134;Havelaue;;;;;;;27;27;0;0;0;161
63142;12063142;Wiesenaue;;;;;;;19;18;1;0;0;212
63148;12063148;Ketzin/Havel, Stadt;;;;;;;229;204;23;2;0;203
63161;12063161;Kleßen-Görne;;;;;;;10;10;0;0;0;52
63165;12063165;Kotzen;;;;;;;13;13;0;0;0;36
63186;12063186;Märkisch Luch;;;;;;;37;33;4;0;0;67
63189;12063189;Milower Land;;;;;;;158;155;3;0;0;204
63202;12063202;Mühlenberge;;;;;;;22;19;3;0;0;47
63208;12063208;Nauen, Stadt;;;;;;;677;593;69;13;2;100
63212;12063212;Nennhausen;;;;;;;77;76;1;0;0;70
63228;12063228;Paulinenaue;;;;;;;45;42;3;0;0;236
63240;12063240;Pessin;;;;;;;26;26;0;0;0;19
63244;12063244;Premnitz, Stadt;;;;;;;305;260;37;8;0;81
63252;12063252;Rathenow, Stadt;;;;;;;1144;1027;93;21;3;160
63256;12063256;Retzow;;;;;;;19;17;2;0;0;120
63260;12063260;Rhinow, Stadt;;;;;;;101;92;9;0;0;173
63273;12063273;Schönwalde-Glien;;;;;;;344;318;21;5;0;88
63274;12063274;Seeblick;;;;;;;40;39;1;0;0;28
63293;12063293;Stechow-Ferchesar;;;;;;;38;37;1;0;0;51
63357;12063357;Wustermark;;;;;;;290;250;25;14;1;192
64009;12064009;Alt Tucheband;;;;;;;18;18;0;0;0;359
64029;12064029;Altlandsberg, Stadt;;;;;;;438;411;23;3;1;13
64044;12064044;Bad Freienwalde (Oder), Stadt;;;;;;;558;508;40;10;0;124
64053;12064053;Beiersdorf-Freudenberg;;;;;;;50;48;2;0;0;84
64057;12064057;Bleyen-Genschmar;;;;;;;8;8;0;0;0;325
64061;12064061;Bliesdorf;;;;;;;21;18;1;2;0;281
64084;12064084;Buckow (Märkische Schweiz), Stadt;;;;;;;93;87;5;1;0;225
64125;12064125;Falkenberg;;;;;;;61;56;5;0;0;217
64128;12064128;Falkenhagen (Mark);;;;;;;29;26;3;0;0;329
64130;12064130;Fichtenhöhe;;;;;;;11;10;1;0;0;289
64136;12064136;Fredersdorf-Vogelsdorf;;;;;;;621;571;40;9;1;398
64153;12064153;Garzau-Garzin;;;;;;;16;16;0;0;0;387
64172;12064172;Golzow;;;;;;;39;39;0;0;0;343
64190;12064190;Gusow-Platkow;;;;;;;32;29;3;0;0;284
64205;12064205;Heckelberg-Brunow;;;;;;;21;20;1;0;0;30
64222;12064222;Höhenland;;;;;;;37;34;3;0;0;111
64227;12064227;Hoppegarten;;;;;;;890;787;82;21;0;383
64266;12064266;Küstriner Vorland;;;;;;;71;61;9;1;0;324
64268;12064268;Lebus, Stadt;;;;;;;142;129;13;0;0;361
64274;12064274;Letschin;;;;;;;138;127;10;1;0;290
64288;12064288;Lietzen;;;;;;;19;18;0;1;0;282
64290;12064290;Lindendorf;;;;;;;39;35;3;1;0;357
64303;12064303;Märkische Höhe;;;;;;;17;17;0;0;0;128
64317;12064317;Müncheberg, Stadt;;;;;;;299;276;18;4;1;293
64336;12064336;Neuenhagen bei Berlin;;;;;;;794;736;48;10;0;148
64340;12064340;Neuhardenberg;;;;;;;88;78;8;2;0;317
64349;12064349;Neulewin;;;;;;;23;23;0;0;0;320
64365;12064365;Neutrebbin;;;;;;;54;51;2;1;0;352
64370;12064370;Oberbarnim;;;;;;;46;45;1;0;0;263
64371;12064371;Oderaue;;;;;;;46;44;2;0;0;346
64380;12064380;Petershagen/Eggersdorf;;;;;;;560;538;20;2;0;390
64388;12064388;Podelzig;;;;;;;18;18;0;0;0;287
64393;12064393;Prötzel;;;;;;;35;33;2;0;0;242
64408;12064408;Rehfelde;;;;;;;204;191;11;2;0;262
64417;12064417;Reichenow-Möglin;;;;;;;19;18;1;0;0;251
64420;12064420;Reitwein;;;;;;;19;19;0;0;0;327
64428;12064428;Rüdersdorf bei Berlin;;;;;;;683;599;71;10;3;59
64448;12064448;Seelow, Stadt;;;;;;;280;249;26;4;1;342
64472;12064472;Strausberg, Stadt;;;;;;;1060;942;96;19;3;389
64480;12064480;Treplin;;;;;;;20;20;0;0;0;283
64482;12064482;Vierlinden;;;;;;;57;51;6;0;0;360
64484;12064484;Waldsieversdorf;;;;;;;40;38;1;1;0;277
64512;12064512;Wriezen, Stadt;;;;;;;290;269;18;3;0;347
64538;12064538;Zechin;;;;;;;9;9;0;0;0;340
64539;12064539;Zeschdorf;;;;;;;43;42;1;0;0;45
65036;12065036;Birkenwerder;;;;;;;395;366;20;7;2;71
65084;12065084;Fürstenberg/Havel, Stadt;;;;;;;310;292;17;1;0;410
65096;12065096;Glienicke/Nordbahn;;;;;;;440;423;17;0;0;38
65100;12065100;Gransee, Stadt;;;;;;;300;270;25;5;0;139
65117;12065117;Großwoltersdorf;;;;;;;24;22;2;0;0;62
65136;12065136;Hennigsdorf, Stadt;;;;;;;836;732;78;21;5;202
65144;12065144;Hohen Neuendorf, Stadt;;;;;;;1001;943;51;7;0;418
65165;12065165;Kremmen, Stadt;;;;;;;292;267;18;7;0;191
65180;12065180;Leegebruch;;;;;;;213;200;10;3;0;146
65193;12065193;Liebenwalde, Stadt;;;;;;;176;164;12;0;0;420
65198;12065198;Löwenberger Land;;;;;;;311;284;23;3;1;273
65225;12065225;Mühlenbecker Land;;;;;;;553;532;18;3;0;381
65251;12065251;Oberkrämer;;;;;;;439;402;33;3;1;176
65256;12065256;Oranienburg, Stadt;;;;;;;1879;1690;148;36;5;419
65276;12065276;Schönermark;;;;;;;12;11;1;0;0;29
65301;12065301;Sonnenberg;;;;;;;15;14;1;0;0;98
65310;12065310;Stechlin;;;;;;;53;51;2;0;0;423
65332;12065332;Velten, Stadt;;;;;;;524;449;58;16;1;188
65356;12065356;Zehdenick, Stadt;;;;;;;540;484;52;4;0;199
66008;12066008;Altdöbern;;;;;;;99;91;8;0;0;286
66041;12066041;Bronkow;;;;;;;14;11;3;0;0;245
66052;12066052;Calau, Stadt;;;;;;;319;286;26;7;0;260
66064;12066064;Frauendorf;;;;;;;21;20;1;0;0;190
66104;12066104;Großkmehlen;;;;;;;38;31;6;1;0;93
66112;12066112;Großräschen, Stadt;;;;;;;332;286;36;10;0;382
66116;12066116;Grünewald;;;;;;;12;12;0;0;0;356
66120;12066120;Guteborn;;;;;;;19;18;1;0;0;268
66124;12066124;Hermsdorf;;;;;;;23;23;0;0;0;416
66132;12066132;Hohenbocka;;;;;;;27;25;2;0;0;355
66168;12066168;Kroppen;;;;;;;19;19;0;0;0;85
66176;12066176;Lauchhammer, Stadt;;;;;;;505;451;39;11;4;406
66188;12066188;Lindenau;;;;;;;16;15;1;0;0;231
66196;12066196;Lübbenau/Spreewald, Stadt;;;;;;;662;586;58;16;2;223
66202;12066202;Luckaitztal;;;;;;;25;23;2;0;0;266
66226;12066226;Neu-Seeland;;;;;;;10;9;1;0;0;362
66228;12066228;Neupetershain;;;;;;;37;35;2;0;0;276
66240;12066240;Ortrand, Stadt;;;;;;;137;128;7;2;0;69
66272;12066272;Ruhland, Stadt;;;;;;;172;160;10;2;0;415
66285;12066285;Schipkau;;;;;;;208;183;22;3;0;243
66292;12066292;Schwarzbach;;;;;;;18;17;1;0;0;244
66296;12066296;Schwarzheide, Stadt;;;;;;;256;197;49;9;1;264
66304;12066304;Senftenberg, Stadt;;;;;;;949;818;95;32;4;150
66316;12066316;Tettau;;;;;;;23;22;1;0;0;254
66320;12066320;Vetschau/Spreewald, Stadt;;;;;;;349;313;29;6;1;338
67024;12067024;Bad Saarow;;;;;;;252;232;12;7;1;60
67036;12067036;Beeskow, Stadt;;;;;;;455;402;41;11;1;344
67040;12067040;Berkenbrück;;;;;;;34;32;2;0;0;322
67072;12067072;Briesen (Mark);;;;;;;87;82;5;0;0;288
67076;12067076;Brieskow-Finkenheerd;;;;;;;94;85;9;0;0;126
67112;12067112;Diensdorf-Radlow;;;;;;;19;19;0;0;0;34
67120;12067120;Eisenhüttenstadt, Stadt;;;;;;;1017;884;92;38;3;353
67124;12067124;Erkner, Stadt;;;;;;;454;420;28;6;0;391
67137;12067137;Friedland, Stadt;;;;;;;125;119;6;0;0;350
67144;12067144;Fürstenwalde/Spree, Stadt;;;;;;;1327;1165;125;31;6;249
67173;12067173;Gosen-Neu Zittau;;;;;;;174;163;10;1;0;108
67180;12067180;Groß Lindow;;;;;;;64;62;2;0;0;274
67201;12067201;Grünheide (Mark);;;;;;;320;293;21;2;4;228
67205;12067205;Grunow-Dammendorf;;;;;;;20;20;0;0;0;401
67237;12067237;Jacobsdorf;;;;;;;84;69;14;1;0;127
67288;12067288;Langewahl;;;;;;;24;23;1;0;0;333
67292;12067292;Lawitz;;;;;;;17;17;0;0;0;280
67324;12067324;Mixdorf;;;;;;;34;32;2;0;0;318
67336;12067336;Müllrose, Stadt;;;;;;;186;165;19;1;1;334
67338;12067338;Neißemünde;;;;;;;47;45;2;0;0;380
67357;12067357;Neuzelle;;;;;;;136;121;12;3;0;384
67397;12067397;Ragow-Merz;;;;;;;8;8;0;0;0;349
67408;12067408;Rauen;;;;;;;59;56;3;0;0;267
67413;12067413;Reichenwalde;;;;;;;48;43;4;1;0;376
67426;12067426;Rietz-Neuendorf;;;;;;;147;137;7;3;0;331
67438;12067438;Schlaubetal;;;;;;;42;40;2;0;0;395
67440;12067440;Schöneiche bei Berlin;;;;;;;576;541;34;1;0;379
67458;12067458;Siehdichum;;;;;;;49;48;1;0;0;61
67469;12067469;Spreenhagen;;;;;;;138;123;13;2;0;53
67473;12067473;Steinhöfel;;;;;;;123;118;5;0;0;291
67481;12067481;Storkow (Mark), Stadt;;;;;;;429;389;33;7;0;248
67493;12067493;Tauche;;;;;;;159;149;10;0;0;275
67508;12067508;Vogelsang;;;;;;;22;20;2;0;0;341
67520;12067520;Wendisch Rietz;;;;;;;72;65;6;1;0;170
67528;12067528;Wiesenau;;;;;;;58;53;5;0;0;323
67544;12067544;Woltersdorf;;;;;;;376;349;25;2;0;411
67552;12067552;Ziltendorf;;;;;;;32;31;1;0;0;285
68052;12068052;Breddin;;;;;;;25;23;2;0;0;162
68072;12068072;Dabergotz;;;;;;;17;15;2;0;0;97
68109;12068109;Dreetz;;;;;;;34;32;2;0;0;141
68117;12068117;Fehrbellin;;;;;;;350;319;26;5;0;114
68181;12068181;Heiligengrabe;;;;;;;155;132;18;4;1;195
68188;12068188;Herzberg (Mark);;;;;;;25;22;3;0;0;303
68264;12068264;Kyritz, Stadt;;;;;;;537;483;44;10;0;377
68280;12068280;Lindow (Mark), Stadt;;;;;;;129;120;7;1;1;301
68306;12068306;Märkisch Linden;;;;;;;42;32;6;4;0;177
68320;12068320;Neuruppin, Stadt;;;;;;;1365;1181;141;41;2;404
68324;12068324;Neustadt (Dosse), Stadt;;;;;;;166;148;15;3;0;72
68353;12068353;Rheinsberg, Stadt;;;;;;;409;374;29;6;0;426
68372;12068372;Rüthnick;;;;;;;13;13;0;0;0;75
68409;12068409;Sieversdorf-Hohenofen;;;;;;;28;27;1;0;0;226
68413;12068413;Storbeck-Frankendorf;;;;;;;13;12;1;0;0;46
68417;12068417;Stüdenitz-Schönermark;;;;;;;24;23;1;0;0;259
68425;12068425;Temnitzquell;;;;;;;24;24;0;0;0;205
68426;12068426;Temnitztal;;;;;;;43;41;2;0;0;213
68437;12068437;Vielitzsee;;;;;;;13;12;1;0;0;87
68452;12068452;Walsleben;;;;;;;32;27;4;1;0;218
68468;12068468;Wittstock/Dosse, Stadt;;;;;;;688;605;73;10;0;157
68477;12068477;Wusterhausen/Dosse;;;;;;;224;205;15;4;0;403
68501;12068501;Zernitz-Lohm;;;;;;;32;31;1;0;0;112
69017;12069017;Beelitz, Stadt;;;;;;;560;511;41;6;2;37
69018;12069018;Beetzsee;;;;;;;111;105;4;2;0;221
69019;12069019;Beetzseeheide;;;;;;;21;20;1;0;0;219
69020;12069020;Bad Belzig, Stadt;;;;;;;529;478;40;10;1;237
69028;12069028;Bensdorf;;;;;;;39;38;1;0;0;149
69052;12069052;Borkheide;;;;;;;89;80;6;3;0;86
69056;12069056;Borkwalde;;;;;;;46;45;1;0;0;136
69076;12069076;Brück, Stadt;;;;;;;170;154;14;2;0;99
69089;12069089;Buckautal;;;;;;;11;10;1;0;0;122
69216;12069216;Golzow;;;;;;;70;68;2;0;0;182
69224;12069224;Görzke;;;;;;;64;58;6;0;0;144
69232;12069232;Gräben;;;;;;;18;17;1;0;0;49
69249;12069249;Groß Kreutz (Havel);;;;;;;320;294;23;3;0;77
69270;12069270;Havelsee, Stadt;;;;;;;103;99;4;0;0;220
69304;12069304;Kleinmachnow;;;;;;;883;813;56;13;1;292
69306;12069306;Kloster Lehnin;;;;;;;477;427;42;7;1;16
69345;12069345;Linthe;;;;;;;61;44;13;4;0;145
69397;12069397;Michendorf;;;;;;;545;505;34;6;0;240
69402;12069402;Mühlenfließ;;;;;;;42;40;1;1;0;252
69448;12069448;Niemegk, Stadt;;;;;;;122;105;14;3;0;74
69454;12069454;Nuthetal;;;;;;;410;384;22;4;0;48
69460;12069460;Päwesin;;;;;;;27;26;1;0;0;152
69470;12069470;Planebruch;;;;;;;37;36;1;0;0;15
69474;12069474;Planetal;;;;;;;43;41;2;0;0;76
69485;12069485;Rabenstein/Fläming;;;;;;;30;30;0;0;0;185
69537;12069537;Rosenau;;;;;;;18;17;1;0;0;175
69541;12069541;Roskow;;;;;;;36;33;3;0;0;151
69590;12069590;Schwielowsee;;;;;;;441;407;30;4;0;421
69596;12069596;Seddiner See;;;;;;;177;152;20;2;3;230
69604;12069604;Stahnsdorf;;;;;;;747;689;46;10;2;101
69616;12069616;Teltow, Stadt;;;;;;;1039;916;99;21;3;116
69632;12069632;Treuenbrietzen, Stadt;;;;;;;361;329;28;3;1;83
69648;12069648;Wenzlow;;;;;;;18;17;1;0;0;94
69656;12069656;Werder (Havel), Stadt;;;;;;;1098;994;86;18;0;206
69665;12069665;Wiesenburg/Mark;;;;;;;187;168;17;2;0;102
69680;12069680;Wollin;;;;;;;28;24;4;0;0;215
69688;12069688;Wusterwitz;;;;;;;140;131;9;0;0;201
69696;12069696;Ziesar, Stadt;;;;;;;141;122;16;3;0;167
70008;12070008;Bad Wilsnack, Stadt;;;;;;;161;138;18;4;1;25
70028;12070028;Berge;;;;;;;28;27;1;0;0;131
70052;12070052;Breese;;;;;;;51;49;2;0;0;104
70060;12070060;Cumlosen;;;;;;;34;30;4;0;0;65
70096;12070096;Gerdshagen;;;;;;;22;19;3;0;0;314
70125;12070125;Groß Pankow (Prignitz);;;;;;;114;105;6;3;0;194
70145;12070145;Gülitz-Reetz;;;;;;;10;9;1;0;0;247
70149;12070149;Gumtow;;;;;;;105;99;5;1;0;241
70153;12070153;Halenbeck-Rohlsdorf;;;;;;;12;11;1;0;0;374
70173;12070173;Karstädt;;;;;;;237;205;28;4;0;156
70222;12070222;Kümmernitztal;;;;;;;5;5;0;0;0;309
70236;12070236;Lanz;;;;;;;30;27;3;0;0;166
70241;12070241;Legde/Quitzöbel;;;;;;;16;16;0;0;0;158
70244;12070244;Lenzen (Elbe), Stadt;;;;;;;121;112;8;1;0;169
70246;12070246;Lenzerwische;;;;;;;11;10;1;0;0;159
70266;12070266;Marienfließ;;;;;;;26;23;3;0;0;171
70280;12070280;Meyenburg, Stadt;;;;;;;123;115;4;3;1;310
70296;12070296;Perleberg, Stadt;;;;;;;649;575;59;14;1;105
70300;12070300;Pirow;;;;;;;16;14;2;0;0;125
70302;12070302;Plattenburg;;;;;;;120;113;6;1;0;32
70316;12070316;Pritzwalk, Stadt;;;;;;;627;534;75;16;2;196
70325;12070325;Putlitz, Stadt;;;;;;;124;114;9;1;0;305
70348;12070348;Rühstädt;;;;;;;17;16;1;0;0;68
70393;12070393;Triglitz;;;;;;;11;11;0;0;0;130
70416;12070416;Weisen;;;;;;;35;29;5;1;0;64
70424;12070424;Wittenberge, Stadt;;;;;;;755;664;76;13;2;31
71028;12071028;Briesen;;;;;;;31;31;0;0;0;339
71032;12071032;Burg (Spreewald);;;;;;;280;262;14;4;0;330
71041;12071041;Dissen-Striesow;;;;;;;32;31;1;0;0;41
71044;12071044;Döbern, Stadt;;;;;;;147;136;8;3;0;326
71052;12071052;Drachhausen;;;;;;;24;22;2;0;0;315
71057;12071057;Drebkau, Stadt;;;;;;;200;182;16;2;0;358
71060;12071060;Drehnow;;;;;;;15;14;1;0;0;299
71074;12071074;Felixsee;;;;;;;72;71;1;0;0;316
71076;12071076;Forst (Lausitz), Stadt;;;;;;;747;677;62;7;1;393
71153;12071153;Groß Schacksdorf-Simmersdorf;;;;;;;27;25;2;0;0;319
71160;12071160;Guben, Stadt;;;;;;;697;614;68;10;5;279
71164;12071164;Guhrow;;;;;;;20;18;1;1;0;371
71176;12071176;Heinersbrück;;;;;;;15;14;1;0;0;386
71185;12071185;Hornow-Wadelsdorf;;;;;;;29;24;5;0;0;298
71189;12071189;Jämlitz-Klein Düben;;;;;;;8;8;0;0;0;332
71193;12071193;Jänschwalde;;;;;;;57;55;2;0;0;26
71244;12071244;Kolkwitz;;;;;;;506;448;56;2;0;367
71294;12071294;Neiße-Malxetal;;;;;;;45;44;1;0;0;328
71301;12071301;Neuhausen/Spree;;;;;;;196;187;9;0;0;385
71304;12071304;Peitz, Stadt;;;;;;;244;208;28;5;3;297
71337;12071337;Schenkendöbern;;;;;;;125;119;6;0;0;364
71341;12071341;Schmogrow-Fehrow;;;;;;;23;22;1;0;0;57
71372;12071372;Spremberg, Stadt;;;;;;;981;863;89;25;4;336
71384;12071384;Tauer;;;;;;;25;22;3;0;0;313
71386;12071386;Teichland;;;;;;;34;32;2;0;0;394
71392;12071392;Tschernitz;;;;;;;42;35;3;3;1;335
71401;12071401;Turnow-Preilack;;;;;;;34;33;0;1;0;300
71408;12071408;Welzow, Stadt;;;;;;;129;113;13;3;0;337
71412;12071412;Werben;;;;;;;51;46;5;0;0;58
71414;12071414;Wiesengrund;;;;;;;29;27;2;0;0;392
72002;12072002;Am Mellensee;;;;;;;267;251;14;2;0;142
72014;12072014;Baruth/Mark, Stadt;;;;;;;177;158;15;2;2;107
72017;12072017;Blankenfelde-Mahlow;;;;;;;991;886;87;16;2;164
72053;12072053;Dahme/Mark, Stadt;;;;;;;256;235;15;6;0;79
72055;12072055;Dahmetal;;;;;;;14;14;0;0;0;82
72120;12072120;Großbeeren;;;;;;;420;341;61;15;3;165
72157;12072157;Ihlow;;;;;;;24;24;0;0;0;24
72169;12072169;Jüterbog, Stadt;;;;;;;604;537;61;6;0;147
72232;12072232;Luckenwalde, Stadt;;;;;;;909;811;75;20;3;137
72240;12072240;Ludwigsfelde, Stadt;;;;;;;964;819;107;30;8;163
72297;12072297;Niedergörsdorf;;;;;;;192;173;17;2;0;179
72298;12072298;Niederer Fläming;;;;;;;99;89;10;0;0;22
72312;12072312;Nuthe-Urstromtal;;;;;;;233;217;15;1;0;27
72340;12072340;Rangsdorf;;;;;;;388;356;24;6;2;207
72426;12072426;Trebbin, Stadt;;;;;;;453;406;41;6;0;20
72477;12072477;Zossen, Stadt;;;;;;;762;697;54;10;1;172
73008;12073008;Angermünde, Stadt;;;;;;;563;513;41;9;0;133
