AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
73032;12073032;Berkholz-Meyenburg;;;;;;;54;47;7;0;0;33
73069;12073069;Boitzenburger Land;;;;;;;117;104;11;2;0;413
73085;12073085;Brüssow, Stadt;;;;;;;58;56;2;0;0;56
73093;12073093;Carmzow-Wallmow;;;;;;;16;14;2;0;0;307
73097;12073097;Casekow;;;;;;;48;44;3;1;0;422
73157;12073157;Flieth-Stegelitz;;;;;;;19;18;1;0;0;134
73189;12073189;Gartz (Oder), Stadt;;;;;;;74;68;5;1;0;304
73201;12073201;Gerswalde;;;;;;;66;62;3;1;0;63
73216;12073216;Göritz;;;;;;;21;18;3;0;0;302
73225;12073225;Gramzow;;;;;;;64;60;3;1;0;308
73261;12073261;Grünow;;;;;;;28;27;0;1;0;55
73309;12073309;Hohenselchow-Groß Pinnow;;;;;;;6;5;1;0;0;428
73384;12073384;Lychen, Stadt;;;;;;;168;155;13;0;0;414
73386;12073386;Mark Landin;;;;;;;16;13;3;0;0;224
73393;12073393;Mescherin;;;;;;;9;8;1;0;0;366
73396;12073396;Milmersdorf;;;;;;;57;50;6;1;0;427
73404;12073404;Mittenwalde;;;;;;;8;8;0;0;0;296
73429;12073429;Nordwestuckermark;;;;;;;120;114;5;1;0;368
73430;12073430;Oberuckersee;;;;;;;53;50;3;0;0;295
73440;12073440;Pinnow;;;;;;;43;38;2;3;0;250
73452;12073452;Prenzlau, Stadt;;;;;;;805;686;93;23;3;129
73458;12073458;Randowtal;;;;;;;23;23;0;0;0;369
73490;12073490;Schenkenberg;;;;;;;47;40;7;0;0;306
73505;12073505;Schöneberg;;;;;;;19;18;1;0;0;351
73520;12073520;Schönfeld;;;;;;;16;16;0;0;0;370
73532;12073532;Schwedt/Oder, Stadt;;;;;;;993;822;129;36;6;425
73565;12073565;Tantow;;;;;;;21;19;2;0;0;365
73569;12073569;Temmen-Ringenwalde;;;;;;;24;23;0;1;0;14
73572;12073572;Templin, Stadt;;;;;;;726;653;56;17;0;424
73578;12073578;Uckerfelde;;;;;;;21;18;3;0;0;375
73579;12073579;Uckerland;;;;;;;61;55;6;0;0;42
73603;12073603;Passow;;;;;;;46;41;4;1;0;54
73645;12073645;Zichow;;;;;;;9;9;0;0;0;294
