AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
60161;12060161;Melchow;;;;;;;40;38;1;1;0;235
60172;12060172;Niederfinow;;;;;;;25;25;0;0;0;110
60176;12060176;Oderberg, Stadt;;;;;;;82;78;3;1;0;402
60181;12060181;Panketal;;;;;;;825;790;34;1;0;186
60185;12060185;Parsteinsee;;;;;;;17;16;1;0;0;269
60192;12060192;Rüdnitz;;;;;;;68;64;4;0;0;153
60198;12060198;Schorfheide;;;;;;;500;451;42;7;0;417
60250;12060250;Sydower Fließ;;;;;;;21;19;2;0;0;118
60269;12060269;Wandlitz;;;;;;;1184;1120;58;6;0;396
60280;12060280;Werneuchen, Stadt;;;;;;;425;371;43;11;0;180
60296;12060296;Ziethen;;;;;;;15;14;1;0;0;271
61005;12061005;Alt Zauche-Wußwerk;;;;;;;18;17;1;0;0;345
61017;12061017;Bersteland;;;;;;;42;36;4;2;0;115
61020;12061020;Bestensee;;;;;;;291;272;17;2;0;408
61061;12061061;Byhleguhre-Byhlen;;;;;;;20;16;4;0;0;311
61097;12061097;Drahnsdorf;;;;;;;14;14;0;0;0;227
61112;12061112;Eichwalde;;;;;;;317;302;15;0;0;397
61164;12061164;Golßen, Stadt;;;;;;;121;109;6;5;1;200
61192;12061192;Groß Köris;;;;;;;114;106;8;0;0;399
61216;12061216;Halbe;;;;;;;87;76;6;5;0;50
61217;12061217;Heidesee;;;;;;;338;315;22;1;0;198
61219;12061219;Heideblick;;;;;;;129;120;9;0;0;183
61224;12061224;Jamlitz;;;;;;;16;15;1;0;0;43
61244;12061244;Kasel-Golzig;;;;;;;34;32;1;1;0;189
61260;12061260;Königs Wusterhausen, Stadt;;;;;;;1547;1387;133;24;3;407
61265;12061265;Krausnick-Groß Wasserburg;;;;;;;28;22;3;2;1;121
61308;12061308;Lieberose, Stadt;;;;;;;77;74;3;0;0;348
61316;12061316;Lübben (Spreewald), Stadt;;;;;;;730;648;64;16;2;261
61320;12061320;Luckau, Stadt;;;;;;;478;413;56;9;0;197
61328;12061328;Märkisch Buchholz, Stadt;;;;;;;33;33;0;0;0;119
61329;12061329;Märkische Heide;;;;;;;155;141;14;0;0;246
61332;12061332;Mittenwalde, Stadt;;;;;;;429;371;39;16;3;253
61344;12061344;Münchehofe;;;;;;;17;15;2;0;0;135
61352;12061352;Neu Zauche;;;;;;;49;43;6;0;0;312
61405;12061405;Rietzneuendorf-Staakow;;;;;;;11;10;1;0;0;181
61428;12061428;Schlepzig;;;;;;;37;32;5;0;0;123
61433;12061433;Schönefeld;;;;;;;1002;860;94;34;14;92
61435;12061435;Schönwald;;;;;;;50;48;2;0;0;90
61444;12061444;Schulzendorf;;;;;;;298;289;8;1;0;138
61448;12061448;Schwerin;;;;;;;37;35;2;0;0;234
61450;12061450;Schwielochsee;;;;;;;107;105;2;0;0;278
61470;12061470;Spreewaldheide;;;;;;;9;9;0;0;0;354
61471;12061471;Steinreich;;;;;;;8;8;0;0;0;155
61476;12061476;Straupitz;;;;;;;40;37;3;0;0;40
61492;12061492;Teupitz, Stadt;;;;;;;93;86;6;0;1;400
61510;12061510;Unterspreewald;;;;;;;53;47;6;0;0;109
61540;12061540;Wildau;;;;;;;603;490;93;18;2;80
61572;12061572;Zeuthen;;;;;;;502;477;21;4;0;184
62024;12062024;Bad Liebenwerda, Stadt;;;;;;;499;444;46;9;0;239
62088;12062088;Crinitz;;;;;;;71;65;6;0;0;187
62092;12062092;Doberlug-Kirchhain, Stadt;;;;;;;353;314;36;3;0;211
62124;12062124;Elsterwerda, Stadt;;;;;;;469;393;65;11;0;103
62128;12062128;Falkenberg/Elster, Stadt;;;;;;;251;217;27;7;0;91
62134;12062134;Fichtwald;;;;;;;24;22;2;0;0;373
62140;12062140;Finsterwalde, Stadt;;;;;;;689;598;72;16;3;388
62177;12062177;Gorden-Staupitz;;;;;;;26;25;1;0;0;143
62196;12062196;Gröden;;;;;;;45;42;2;1;0;233
62208;12062208;Großthiemig;;;;;;;28;24;3;1;0;232
62219;12062219;Heideland;;;;;;;15;13;2;0;0;210
62224;12062224;Herzberg (Elster), Stadt;;;;;;;482;427;39;15;1;178
62232;12062232;Hirschfeld;;;;;;;57;54;3;0;0;272
62237;12062237;Hohenbucko;;;;;;;30;30;0;0;0;214
62240;12062240;Hohenleipisch;;;;;;;61;59;1;1;0;238
62282;12062282;Kremitzaue;;;;;;;13;12;1;0;0;258
62289;12062289;Lebusa;;;;;;;29;27;2;0;0;17
62293;12062293;Lichterfeld-Schacksdorf;;;;;;;39;37;2;0;0;429
62333;12062333;Massen-Niederlausitz;;;;;;;145;116;24;5;0;372
62336;12062336;Merzdorf;;;;;;;19;18;1;0;0;168
62341;12062341;Mühlberg/Elbe, Stadt;;;;;;;137;130;6;1;0;154
62372;12062372;Plessa;;;;;;;81;76;4;1;0;140
62410;12062410;Röderland;;;;;;;144;122;21;1;0;23
62417;12062417;Rückersdorf;;;;;;;53;47;5;1;0;209
62425;12062425;Sallgast;;;;;;;49;46;3;0;0;113
62440;12062440;Schilda;;;;;;;6;6;0;0;0;256
62445;12062445;Schlieben, Stadt;;;;;;;120;113;5;2;0;430
62453;12062453;Schönborn;;;;;;;47;44;3;0;0;117
62461;12062461;Schönewalde, Stadt;;;;;;;140;131;9;0;0;78
62464;12062464;Schraden;;;;;;;21;16;5;0;0;21
62469;12062469;Sonnewalde, Stadt;;;;;;;140;129;8;3;0;270
62492;12062492;Tröbitz;;;;;;;30;23;7;0;0;208
62500;12062500;Uebigau-Wahrenbrück, Stadt;;;;;;;175;157;12;5;1;96
63036;12063036;Brieselang;;;;;;;380;343;27;7;3;193
63056;12063056;Dallgow-Döberitz;;;;;;;375;336;33;5;1;89
63080;12063080;Falkensee, Stadt;;;;;;;1847;1705;117;25;0;73
63088;12063088;Friesack, Stadt;;;;;;;113;104;7;1;1;216
63094;12063094;Gollenberg;;;;;;;10;10;0;0;0;229
63112;12063112;Großderschau;;;;;;;14;13;1;0;0;174
63134;12063134;Havelaue;;;;;;;35;35;0;0;0;161
63142;12063142;Wiesenaue;;;;;;;19;18;1;0;0;212
63148;12063148;Ketzin/Havel, Stadt;;;;;;;273;249;21;3;0;203
63161;12063161;Kleßen-Görne;;;;;;;9;9;0;0;0;52
63165;12063165;Kotzen;;;;;;;17;17;0;0;0;36
63186;12063186;Märkisch Luch;;;;;;;33;31;2;0;0;67
63189;12063189;Milower Land;;;;;;;155;150;5;0;0;204
63202;12063202;Mühlenberge;;;;;;;21;18;3;0;0;47
63208;12063208;Nauen, Stadt;;;;;;;709;618;71;17;3;100
63212;12063212;Nennhausen;;;;;;;71;67;4;0;0;70
63228;12063228;Paulinenaue;;;;;;;35;32;3;0;0;236
63240;12063240;Pessin;;;;;;;24;23;1;0;0;19
63244;12063244;Premnitz, Stadt;;;;;;;297;258;32;6;1;81
63252;12063252;Rathenow, Stadt;;;;;;;1066;943;99;19;5;160
63256;12063256;Retzow;;;;;;;19;16;2;1;0;120
63260;12063260;Rhinow, Stadt;;;;;;;89;78;10;1;0;173
63273;12063273;Schönwalde-Glien;;;;;;;360;334;22;4;0;88
63274;12063274;Seeblick;;;;;;;37;35;2;0;0;28
63293;12063293;Stechow-Ferchesar;;;;;;;39;37;2;0;0;51
63357;12063357;Wustermark;;;;;;;334;281;35;16;2;192
64009;12064009;Alt Tucheband;;;;;;;26;24;2;0;0;359
64029;12064029;Altlandsberg, Stadt;;;;;;;461;430;27;3;1;13
64044;12064044;Bad Freienwalde (Oder), Stadt;;;;;;;559;495;53;11;0;124
64053;12064053;Beiersdorf-Freudenberg;;;;;;;32;31;1;0;0;84
64057;12064057;Bleyen-Genschmar;;;;;;;10;10;0;0;0;325
64061;12064061;Bliesdorf;;;;;;;23;21;1;1;0;281
64084;12064084;Buckow (Märkische Schweiz), Stadt;;;;;;;111;102;7;2;0;225
64125;12064125;Falkenberg;;;;;;;70;67;3;0;0;217
64128;12064128;Falkenhagen (Mark);;;;;;;31;30;1;0;0;329
64130;12064130;Fichtenhöhe;;;;;;;15;15;0;0;0;289
64136;12064136;Fredersdorf-Vogelsdorf;;;;;;;677;622;47;8;0;398
64153;12064153;Garzau-Garzin;;;;;;;14;14;0;0;0;387
64172;12064172;Golzow;;;;;;;33;33;0;0;0;343
64190;12064190;Gusow-Platkow;;;;;;;43;40;3;0;0;284
64205;12064205;Heckelberg-Brunow;;;;;;;30;29;1;0;0;30
64222;12064222;Höhenland;;;;;;;45;43;2;0;0;111
64227;12064227;Hoppegarten;;;;;;;992;853;115;22;2;383
64266;12064266;Küstriner Vorland;;;;;;;78;72;5;1;0;324
64268;12064268;Lebus, Stadt;;;;;;;151;138;13;0;0;361
64274;12064274;Letschin;;;;;;;142;136;4;2;0;290
64288;12064288;Lietzen;;;;;;;19;16;3;0;0;282
64290;12064290;Lindendorf;;;;;;;39;36;2;1;0;357
64303;12064303;Märkische Höhe;;;;;;;19;18;1;0;0;128
64317;12064317;Müncheberg, Stadt;;;;;;;293;269;19;4;1;293
64336;12064336;Neuenhagen bei Berlin;;;;;;;876;804;63;9;0;148
64340;12064340;Neuhardenberg;;;;;;;105;94;10;1;0;317
64349;12064349;Neulewin;;;;;;;23;23;0;0;0;320
64365;12064365;Neutrebbin;;;;;;;64;63;1;0;0;352
64370;12064370;Oberbarnim;;;;;;;48;45;3;0;0;263
64371;12064371;Oderaue;;;;;;;58;56;2;0;0;346
64380;12064380;Petershagen/Eggersdorf;;;;;;;616;584;32;0;0;390
64388;12064388;Podelzig;;;;;;;23;23;0;0;0;287
64393;12064393;Prötzel;;;;;;;33;30;3;0;0;242
64408;12064408;Rehfelde;;;;;;;201;192;8;1;0;262
64417;12064417;Reichenow-Möglin;;;;;;;23;23;0;0;0;251
64420;12064420;Reitwein;;;;;;;18;18;0;0;0;327
64428;12064428;Rüdersdorf bei Berlin;;;;;;;704;609;75;17;3;59
64448;12064448;Seelow, Stadt;;;;;;;281;251;23;6;1;342
64472;12064472;Strausberg, Stadt;;;;;;;1130;998;111;19;2;389
64480;12064480;Treplin;;;;;;;19;19;0;0;0;283
64482;12064482;Vierlinden;;;;;;;65;57;8;0;0;360
64484;12064484;Waldsieversdorf;;;;;;;36;34;1;1;0;277
64512;12064512;Wriezen, Stadt;;;;;;;294;266;25;3;0;347
64538;12064538;Zechin;;;;;;;12;12;0;0;0;340
64539;12064539;Zeschdorf;;;;;;;42;39;3;0;0;45
65036;12065036;Birkenwerder;;;;;;;409;370;29;9;1;71
65084;12065084;Fürstenberg/Havel, Stadt;;;;;;;305;287;17;1;0;410
65096;12065096;Glienicke/Nordbahn;;;;;;;500;479;20;1;0;38
65100;12065100;Gransee, Stadt;;;;;;;288;254;26;8;0;139
65117;12065117;Großwoltersdorf;;;;;;;24;23;1;0;0;62
65136;12065136;Hennigsdorf, Stadt;;;;;;;886;752;109;19;6;202
65144;12065144;Hohen Neuendorf, Stadt;;;;;;;1146;1079;62;5;0;418
65165;12065165;Kremmen, Stadt;;;;;;;323;296;20;6;1;191
65180;12065180;Leegebruch;;;;;;;218;206;10;2;0;146
65193;12065193;Liebenwalde, Stadt;;;;;;;180;166;14;0;0;420
65198;12065198;Löwenberger Land;;;;;;;331;299;26;6;0;273
65225;12065225;Mühlenbecker Land;;;;;;;623;583;35;5;0;381
65251;12065251;Oberkrämer;;;;;;;433;391;34;7;1;176
65256;12065256;Oranienburg, Stadt;;;;;;;1993;1792;155;40;6;419
65276;12065276;Schönermark;;;;;;;13;11;2;0;0;29
65301;12065301;Sonnenberg;;;;;;;17;17;0;0;0;98
65310;12065310;Stechlin;;;;;;;41;39;2;0;0;423
65332;12065332;Velten, Stadt;;;;;;;554;472;61;21;0;188
65356;12065356;Zehdenick, Stadt;;;;;;;516;456;55;5;0;199
66008;12066008;Altdöbern;;;;;;;88;83;5;0;0;286
66041;12066041;Bronkow;;;;;;;28;24;3;1;0;245
66052;12066052;Calau, Stadt;;;;;;;301;265;27;9;0;260
66064;12066064;Frauendorf;;;;;;;20;18;2;0;0;190
66104;12066104;Großkmehlen;;;;;;;40;33;6;1;0;93
66112;12066112;Großräschen, Stadt;;;;;;;349;304;37;7;1;382
66116;12066116;Grünewald;;;;;;;11;11;0;0;0;356
66120;12066120;Guteborn;;;;;;;19;18;1;0;0;268
66124;12066124;Hermsdorf;;;;;;;21;21;0;0;0;416
66132;12066132;Hohenbocka;;;;;;;31;29;2;0;0;355
66168;12066168;Kroppen;;;;;;;26;26;0;0;0;85
66176;12066176;Lauchhammer, Stadt;;;;;;;512;449;48;13;2;406
66188;12066188;Lindenau;;;;;;;24;22;2;0;0;231
66196;12066196;Lübbenau/Spreewald, Stadt;;;;;;;658;581;59;15;3;223
66202;12066202;Luckaitztal;;;;;;;33;32;1;0;0;266
66226;12066226;Neu-Seeland;;;;;;;9;9;0;0;0;362
66228;12066228;Neupetershain;;;;;;;30;28;2;0;0;276
66240;12066240;Ortrand, Stadt;;;;;;;116;104;9;3;0;69
66272;12066272;Ruhland, Stadt;;;;;;;166;149;16;1;0;415
66285;12066285;Schipkau;;;;;;;222;193;27;2;0;243
66292;12066292;Schwarzbach;;;;;;;19;18;1;0;0;244
66296;12066296;Schwarzheide, Stadt;;;;;;;235;185;40;9;1;264
66304;12066304;Senftenberg, Stadt;;;;;;;927;791;101;28;7;150
66316;12066316;Tettau;;;;;;;30;29;1;0;0;254
66320;12066320;Vetschau/Spreewald, Stadt;;;;;;;334;298;29;5;2;338
67024;12067024;Bad Saarow;;;;;;;280;257;16;6;1;60
67036;12067036;Beeskow, Stadt;;;;;;;430;372;45;13;0;344
67040;12067040;Berkenbrück;;;;;;;38;37;1;0;0;322
67072;12067072;Briesen (Mark);;;;;;;87;79;7;1;0;288
67076;12067076;Brieskow-Finkenheerd;;;;;;;76;71;5;0;0;126
67112;12067112;Diensdorf-Radlow;;;;;;;23;21;2;0;0;34
67120;12067120;Eisenhüttenstadt, Stadt;;;;;;;910;753;110;43;4;353
67124;12067124;Erkner, Stadt;;;;;;;496;450;38;8;0;391
67137;12067137;Friedland, Stadt;;;;;;;124;117;7;0;0;350
67144;12067144;Fürstenwalde/Spree, Stadt;;;;;;;1299;1110;146;39;4;249
67173;12067173;Gosen-Neu Zittau;;;;;;;191;181;9;1;0;108
67180;12067180;Groß Lindow;;;;;;;51;51;0;0;0;274
67201;12067201;Grünheide (Mark);;;;;;;371;336;23;9;3;228
67205;12067205;Grunow-Dammendorf;;;;;;;22;22;0;0;0;401
67237;12067237;Jacobsdorf;;;;;;;90;80;8;2;0;127
67288;12067288;Langewahl;;;;;;;25;24;1;0;0;333
67292;12067292;Lawitz;;;;;;;17;17;0;0;0;280
67324;12067324;Mixdorf;;;;;;;34;34;0;0;0;318
67336;12067336;Müllrose, Stadt;;;;;;;193;168;21;3;1;334
67338;12067338;Neißemünde;;;;;;;46;43;3;0;0;380
67357;12067357;Neuzelle;;;;;;;136;122;13;1;0;384
67397;12067397;Ragow-Merz;;;;;;;9;8;1;0;0;349
67408;12067408;Rauen;;;;;;;55;53;2;0;0;267
67413;12067413;Reichenwalde;;;;;;;49;43;5;1;0;376
67426;12067426;Rietz-Neuendorf;;;;;;;149;139;9;1;0;331
67438;12067438;Schlaubetal;;;;;;;44;43;1;0;0;395
67440;12067440;Schöneiche bei Berlin;;;;;;;647;611;32;4;0;379
67458;12067458;Siehdichum;;;;;;;36;35;1;0;0;61
67469;12067469;Spreenhagen;;;;;;;144;130;12;2;0;53
67473;12067473;Steinhöfel;;;;;;;130;120;9;1;0;291
67481;12067481;Storkow (Mark), Stadt;;;;;;;431;385;39;6;1;248
67493;12067493;Tauche;;;;;;;148;139;9;0;0;275
67508;12067508;Vogelsang;;;;;;;14;12;2;0;0;341
67520;12067520;Wendisch Rietz;;;;;;;76;67;8;1;0;170
67528;12067528;Wiesenau;;;;;;;50;46;4;0;0;323
67544;12067544;Woltersdorf;;;;;;;398;374;21;2;1;411
67552;12067552;Ziltendorf;;;;;;;48;46;2;0;0;285
68052;12068052;Breddin;;;;;;;37;35;2;0;0;162
68072;12068072;Dabergotz;;;;;;;17;13;4;0;0;97
68109;12068109;Dreetz;;;;;;;35;34;1;0;0;141
68117;12068117;Fehrbellin;;;;;;;378;342;32;4;0;114
68181;12068181;Heiligengrabe;;;;;;;149;127;16;5;1;195
68188;12068188;Herzberg (Mark);;;;;;;24;21;3;0;0;303
68264;12068264;Kyritz, Stadt;;;;;;;489;440;40;8;1;377
68280;12068280;Lindow (Mark), Stadt;;;;;;;147;135;10;2;0;301
68306;12068306;Märkisch Linden;;;;;;;57;48;5;4;0;177
68320;12068320;Neuruppin, Stadt;;;;;;;1375;1183;137;50;5;404
68324;12068324;Neustadt (Dosse), Stadt;;;;;;;164;147;14;3;0;72
68353;12068353;Rheinsberg, Stadt;;;;;;;383;344;32;7;0;426
68372;12068372;Rüthnick;;;;;;;9;9;0;0;0;75
68409;12068409;Sieversdorf-Hohenofen;;;;;;;22;21;1;0;0;226
68413;12068413;Storbeck-Frankendorf;;;;;;;14;14;0;0;0;46
68417;12068417;Stüdenitz-Schönermark;;;;;;;19;18;1;0;0;259
68425;12068425;Temnitzquell;;;;;;;26;26;0;0;0;205
68426;12068426;Temnitztal;;;;;;;42;36;6;0;0;213
68437;12068437;Vielitzsee;;;;;;;17;16;1;0;0;87
68452;12068452;Walsleben;;;;;;;32;27;4;1;0;218
68468;12068468;Wittstock/Dosse, Stadt;;;;;;;620;538;71;11;0;157
68477;12068477;Wusterhausen/Dosse;;;;;;;213;195;16;2;0;403
68501;12068501;Zernitz-Lohm;;;;;;;31;30;1;0;0;112
69017;12069017;Beelitz, Stadt;;;;;;;570;514;47;6;3;37
69018;12069018;Beetzsee;;;;;;;104;97;7;0;0;221
69019;12069019;Beetzseeheide;;;;;;;25;24;1;0;0;219
69020;12069020;Bad Belzig, Stadt;;;;;;;550;495;46;9;0;237
69028;12069028;Bensdorf;;;;;;;49;47;2;0;0;149
69052;12069052;Borkheide;;;;;;;95;84;8;3;0;86
69056;12069056;Borkwalde;;;;;;;50;49;1;0;0;136
69076;12069076;Brück, Stadt;;;;;;;176;160;14;2;0;99
69089;12069089;Buckautal;;;;;;;15;15;0;0;0;122
69216;12069216;Golzow;;;;;;;71;69;2;0;0;182
69224;12069224;Görzke;;;;;;;66;60;6;0;0;144
69232;12069232;Gräben;;;;;;;22;21;1;0;0;49
69249;12069249;Groß Kreutz (Havel);;;;;;;338;310;25;3;0;77
69270;12069270;Havelsee, Stadt;;;;;;;127;124;3;0;0;220
69304;12069304;Kleinmachnow;;;;;;;1058;974;62;22;0;292
69306;12069306;Kloster Lehnin;;;;;;;525;470;47;7;1;16
69345;12069345;Linthe;;;;;;;58;44;10;4;0;145
69397;12069397;Michendorf;;;;;;;621;579;35;7;0;240
69402;12069402;Mühlenfließ;;;;;;;36;35;0;1;0;252
69448;12069448;Niemegk, Stadt;;;;;;;129;116;10;3;0;74
69454;12069454;Nuthetal;;;;;;;397;364;28;4;1;48
69460;12069460;Päwesin;;;;;;;23;22;1;0;0;152
69470;12069470;Planebruch;;;;;;;40;38;2;0;0;15
69474;12069474;Planetal;;;;;;;49;48;1;0;0;76
69485;12069485;Rabenstein/Fläming;;;;;;;33;33;0;0;0;185
69537;12069537;Rosenau;;;;;;;23;22;0;1;0;175
69541;12069541;Roskow;;;;;;;49;46;3;0;0;151
69590;12069590;Schwielowsee;;;;;;;521;486;30;5;0;421
69596;12069596;Seddiner See;;;;;;;161;135;20;5;1;230
69604;12069604;Stahnsdorf;;;;;;;840;781;45;10;4;101
69616;12069616;Teltow, Stadt;;;;;;;1194;1040;120;31;3;116
69632;12069632;Treuenbrietzen, Stadt;;;;;;;339;306;28;4;1;83
69648;12069648;Wenzlow;;;;;;;20;19;1;0;0;94
69656;12069656;Werder (Havel), Stadt;;;;;;;1263;1142;99;22;0;206
69665;12069665;Wiesenburg/Mark;;;;;;;171;152;18;1;0;102
69680;12069680;Wollin;;;;;;;30;26;4;0;0;215
69688;12069688;Wusterwitz;;;;;;;134;131;3;0;0;201
69696;12069696;Ziesar, Stadt;;;;;;;125;109;14;2;0;167
70008;12070008;Bad Wilsnack, Stadt;;;;;;;148;124;18;5;1;25
70028;12070028;Berge;;;;;;;33;29;4;0;0;131
70052;12070052;Breese;;;;;;;50;46;4;0;0;104
70060;12070060;Cumlosen;;;;;;;25;24;1;0;0;65
70096;12070096;Gerdshagen;;;;;;;19;16;3;0;0;314
70125;12070125;Groß Pankow (Prignitz);;;;;;;108;98;8;2;0;194
70145;12070145;Gülitz-Reetz;;;;;;;14;14;0;0;0;247
70149;12070149;Gumtow;;;;;;;126;120;5;1;0;241
70153;12070153;Halenbeck-Rohlsdorf;;;;;;;15;14;1;0;0;374
70173;12070173;Karstädt;;;;;;;257;226;26;5;0;156
70222;12070222;Kümmernitztal;;;;;;;8;8;0;0;0;309
70236;12070236;Lanz;;;;;;;33;31;2;0;0;166
70241;12070241;Legde/Quitzöbel;;;;;;;19;18;1;0;0;158
70244;12070244;Lenzen (Elbe), Stadt;;;;;;;123;112;10;1;0;169
70246;12070246;Lenzerwische;;;;;;;14;14;0;0;0;159
70266;12070266;Marienfließ;;;;;;;35;32;3;0;0;171
70280;12070280;Meyenburg, Stadt;;;;;;;111;98;10;2;1;310
70296;12070296;Perleberg, Stadt;;;;;;;620;537;68;14;1;105
70300;12070300;Pirow;;;;;;;20;18;2;0;0;125
70302;12070302;Plattenburg;;;;;;;123;115;6;2;0;32
70316;12070316;Pritzwalk, Stadt;;;;;;;571;475;76;18;2;196
70325;12070325;Putlitz, Stadt;;;;;;;109;99;10;0;0;305
70348;12070348;Rühstädt;;;;;;;21;19;2;0;0;68
70393;12070393;Triglitz;;;;;;;17;17;0;0;0;130
70416;12070416;Weisen;;;;;;;41;36;3;2;0;64
70424;12070424;Wittenberge, Stadt;;;;;;;703;601;84;16;2;31
71028;12071028;Briesen;;;;;;;30;30;0;0;0;339
71032;12071032;Burg (Spreewald);;;;;;;324;294;25;5;0;330
71041;12071041;Dissen-Striesow;;;;;;;33;32;1;0;0;41
71044;12071044;Döbern, Stadt;;;;;;;136;123;11;2;0;326
71052;12071052;Drachhausen;;;;;;;32;31;1;0;0;315
71057;12071057;Drebkau, Stadt;;;;;;;195;177;16;2;0;358
71060;12071060;Drehnow;;;;;;;18;17;1;0;0;299
71074;12071074;Felixsee;;;;;;;63;62;1;0;0;316
71076;12071076;Forst (Lausitz), Stadt;;;;;;;737;669;58;9;1;393
71153;12071153;Groß Schacksdorf-Simmersdorf;;;;;;;28;26;2;0;0;319
71160;12071160;Guben, Stadt;;;;;;;675;606;53;13;3;279
71164;12071164;Guhrow;;;;;;;29;27;1;1;0;371
71176;12071176;Heinersbrück;;;;;;;23;20;3;0;0;386
71185;12071185;Hornow-Wadelsdorf;;;;;;;25;23;1;1;0;298
71189;12071189;Jämlitz-Klein Düben;;;;;;;9;9;0;0;0;332
71193;12071193;Jänschwalde;;;;;;;51;47;4;0;0;26
71244;12071244;Kolkwitz;;;;;;;521;460;55;6;0;367
71294;12071294;Neiße-Malxetal;;;;;;;45;41;4;0;0;328
71301;12071301;Neuhausen/Spree;;;;;;;179;170;9;0;0;385
71304;12071304;Peitz, Stadt;;;;;;;242;202;31;6;3;297
71337;12071337;Schenkendöbern;;;;;;;143;136;7;0;0;364
71341;12071341;Schmogrow-Fehrow;;;;;;;23;21;2;0;0;57
71372;12071372;Spremberg, Stadt;;;;;;;995;871;90;30;4;336
71384;12071384;Tauer;;;;;;;24;20;4;0;0;313
71386;12071386;Teichland;;;;;;;50;46;4;0;0;394
71392;12071392;Tschernitz;;;;;;;50;47;2;0;1;335
71401;12071401;Turnow-Preilack;;;;;;;46;44;1;1;0;300
71408;12071408;Welzow, Stadt;;;;;;;122;103;17;2;0;337
71412;12071412;Werben;;;;;;;49;46;3;0;0;58
71414;12071414;Wiesengrund;;;;;;;34;33;1;0;0;392
72002;12072002;Am Mellensee;;;;;;;278;263;12;3;0;142
72014;12072014;Baruth/Mark, Stadt;;;;;;;211;190;16;3;2;107
72017;12072017;Blankenfelde-Mahlow;;;;;;;1113;997;95;20;1;164
72053;12072053;Dahme/Mark, Stadt;;;;;;;242;216;20;6;0;79
72055;12072055;Dahmetal;;;;;;;17;17;0;0;0;82
72120;12072120;Großbeeren;;;;;;;478;379;70;26;3;165
72157;12072157;Ihlow;;;;;;;28;27;1;0;0;24
72169;12072169;Jüterbog, Stadt;;;;;;;614;548;59;7;0;147
72232;12072232;Luckenwalde, Stadt;;;;;;;876;767;85;21;3;137
72240;12072240;Ludwigsfelde, Stadt;;;;;;;1007;838;125;36;8;163
72297;12072297;Niedergörsdorf;;;;;;;193;173;17;3;0;179
72298;12072298;Niederer Fläming;;;;;;;109;100;9;0;0;22
72312;12072312;Nuthe-Urstromtal;;;;;;;243;231;11;1;0;27
72340;12072340;Rangsdorf;;;;;;;399;357;33;7;2;207
72426;12072426;Trebbin, Stadt;;;;;;;460;412;43;5;0;20
72477;12072477;Zossen, Stadt;;;;;;;932;860;61;10;1;172
73008;12073008;Angermünde, Stadt;;;;;;;555;501;47;7;0;133
