AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
62445;12062445;Schlieben, Stadt;;;;;;;106;98;6;2;0;430
62453;12062453;Schönborn;;;;;;;55;51;4;0;0;117
62461;12062461;Schönewalde, Stadt;;;;;;;130;121;9;0;0;78
62464;12062464;Schraden;;;;;;;19;14;4;1;0;21
62469;12062469;Sonnewalde, Stadt;;;;;;;145;136;7;2;0;270
62492;12062492;Tröbitz;;;;;;;36;27;6;3;0;208
62500;12062500;Uebigau-Wahrenbrück, Stadt;;;;;;;178;164;8;5;1;96
63036;12063036;Brieselang;;;;;;;382;343;33;6;0;193
63056;12063056;Dallgow-Döberitz;;;;;;;369;332;32;5;0;89
63080;12063080;Falkensee, Stadt;;;;;;;1773;1655;97;20;1;73
63088;12063088;Friesack, Stadt;;;;;;;106;99;5;1;1;216
63094;12063094;Gollenberg;;;;;;;9;9;0;0;0;229
63112;12063112;Großderschau;;;;;;;17;16;1;0;0;174
63134;12063134;Havelaue;;;;;;;37;37;0;0;0;161
63142;12063142;Wiesenaue;;;;;;;16;15;1;0;0;212
63148;12063148;Ketzin/Havel, Stadt;;;;;;;253;227;21;5;0;203
63161;12063161;Kleßen-Görne;;;;;;;9;9;0;0;0;52
63165;12063165;Kotzen;;;;;;;19;19;0;0;0;36
63186;12063186;Märkisch Luch;;;;;;;37;35;2;0;0;67
63189;12063189;Milower Land;;;;;;;167;164;3;0;0;204
63202;12063202;Mühlenberge;;;;;;;25;23;2;0;0;47
63208;12063208;Nauen, Stadt;;;;;;;711;620;73;15;3;100
63212;12063212;Nennhausen;;;;;;;74;72;2;0;0;70
63228;12063228;Paulinenaue;;;;;;;43;41;2;0;0;236
63240;12063240;Pessin;;;;;;;26;26;0;0;0;19
63244;12063244;Premnitz, Stadt;;;;;;;315;271;37;7;0;81
63252;12063252;Rathenow, Stadt;;;;;;;1118;1002;90;23;3;160
63256;12063256;Retzow;;;;;;;18;16;2;0;0;120
63260;12063260;Rhinow, Stadt;;;;;;;98;90;7;1;0;173
63273;12063273;Schönwalde-Glien;;;;;;;353;327;22;4;0;88
63274;12063274;Seeblick;;;;;;;36;35;1;0;0;28
63293;12063293;Stechow-Ferchesar;;;;;;;33;32;1;0;0;51
63357;12063357;Wustermark;;;;;;;287;247;24;15;1;192
64009;12064009;Alt Tucheband;;;;;;;19;18;1;0;0;359
64029;12064029;Altlandsberg, Stadt;;;;;;;456;424;27;4;1;13
64044;12064044;Bad Freienwalde (Oder), Stadt;;;;;;;566;517;40;9;0;124
64053;12064053;Beiersdorf-Freudenberg;;;;;;;69;65;3;1;0;84
64057;12064057;Bleyen-Genschmar;;;;;;;8;8;0;0;0;325
64061;12064061;Bliesdorf;;;;;;;22;19;1;2;0;281
64084;12064084;Buckow (Märkische Schweiz), Stadt;;;;;;;101;93;7;1;0;225
64125;12064125;Falkenberg;;;;;;;74;69;5;0;0;217
64128;12064128;Falkenhagen (Mark);;;;;;;26;24;2;0;0;329
64130;12064130;Fichtenhöhe;;;;;;;13;13;0;0;0;289
64136;12064136;Fredersdorf-Vogelsdorf;;;;;;;661;609;43;9;0;398
64153;12064153;Garzau-Garzin;;;;;;;16;16;0;0;0;387
64172;12064172;Golzow;;;;;;;35;34;1;0;0;343
64190;12064190;Gusow-Platkow;;;;;;;42;40;2;0;0;284
64205;12064205;Heckelberg-Brunow;;;;;;;26;24;2;0;0;30
64222;12064222;Höhenland;;;;;;;39;37;2;0;0;111
64227;12064227;Hoppegarten;;;;;;;976;864;90;22;0;383
64266;12064266;Küstriner Vorland;;;;;;;75;67;7;1;0;324
64268;12064268;Lebus, Stadt;;;;;;;159;149;10;0;0;361
64274;12064274;Letschin;;;;;;;129;123;4;2;0;290
64288;12064288;Lietzen;;;;;;;22;20;1;1;0;282
64290;12064290;Lindendorf;;;;;;;46;43;2;1;0;357
64303;12064303;Märkische Höhe;;;;;;;16;16;0;0;0;128
64317;12064317;Müncheberg, Stadt;;;;;;;304;275;22;6;1;293
64336;12064336;Neuenhagen bei Berlin;;;;;;;875;809;55;11;0;148
64340;12064340;Neuhardenberg;;;;;;;104;92;9;3;0;317
64349;12064349;Neulewin;;;;;;;22;21;1;0;0;320
64365;12064365;Neutrebbin;;;;;;;55;52;2;1;0;352
64370;12064370;Oberbarnim;;;;;;;51;50;1;0;0;263
64371;12064371;Oderaue;;;;;;;57;54;3;0;0;346
64380;12064380;Petershagen/Eggersdorf;;;;;;;588;564;23;1;0;390
64388;12064388;Podelzig;;;;;;;24;23;1;0;0;287
64393;12064393;Prötzel;;;;;;;30;27;3;0;0;242
64408;12064408;Rehfelde;;;;;;;196;186;9;1;0;262
64417;12064417;Reichenow-Möglin;;;;;;;22;22;0;0;0;251
64420;12064420;Reitwein;;;;;;;16;16;0;0;0;327
64428;12064428;Rüdersdorf bei Berlin;;;;;;;668;590;62;14;2;59
64448;12064448;Seelow, Stadt;;;;;;;263;233;25;3;2;342
64472;12064472;Strausberg, Stadt;;;;;;;1108;986;102;17;3;389
64480;12064480;Treplin;;;;;;;19;18;1;0;0;283
64482;12064482;Vierlinden;;;;;;;62;54;8;0;0;360
64484;12064484;Waldsieversdorf;;;;;;;31;29;1;1;0;277
64512;12064512;Wriezen, Stadt;;;;;;;299;281;15;3;0;347
64538;12064538;Zechin;;;;;;;8;8;0;0;0;340
64539;12064539;Zeschdorf;;;;;;;40;39;1;0;0;45
65036;12065036;Birkenwerder;;;;;;;397;365;22;9;1;71
65084;12065084;Fürstenberg/Havel, Stadt;;;;;;;305;284;20;1;0;410
65096;12065096;Glienicke/Nordbahn;;;;;;;499;481;18;0;0;38
65100;12065100;Gransee, Stadt;;;;;;;307;275;27;5;0;139
65117;12065117;Großwoltersdorf;;;;;;;22;22;0;0;0;62
65136;12065136;Hennigsdorf, Stadt;;;;;;;882;761;92;24;5;202
65144;12065144;Hohen Neuendorf, Stadt;;;;;;;1056;1001;50;4;1;418
65165;12065165;Kremmen, Stadt;;;;;;;305;280;18;6;1;191
65180;12065180;Leegebruch;;;;;;;235;221;11;3;0;146
65193;12065193;Liebenwalde, Stadt;;;;;;;175;164;11;0;0;420
65198;12065198;Löwenberger Land;;;;;;;322;295;20;7;0;273
65225;12065225;Mühlenbecker Land;;;;;;;574;549;21;4;0;381
65251;12065251;Oberkrämer;;;;;;;429;390;32;6;1;176
65256;12065256;Oranienburg, Stadt;;;;;;;1968;1776;150;37;5;419
65276;12065276;Schönermark;;;;;;;11;9;2;0;0;29
65301;12065301;Sonnenberg;;;;;;;17;17;0;0;0;98
65310;12065310;Stechlin;;;;;;;46;44;2;0;0;423
65332;12065332;Velten, Stadt;;;;;;;526;448;60;18;0;188
65356;12065356;Zehdenick, Stadt;;;;;;;525;471;49;5;0;199
66008;12066008;Altdöbern;;;;;;;92;85;7;0;0;286
66041;12066041;Bronkow;;;;;;;21;17;4;0;0;245
66052;12066052;Calau, Stadt;;;;;;;298;264;26;8;0;260
66064;12066064;Frauendorf;;;;;;;20;18;2;0;0;190
66104;12066104;Großkmehlen;;;;;;;43;36;6;1;0;93
66112;12066112;Großräschen, Stadt;;;;;;;342;299;33;10;0;382
66116;12066116;Grünewald;;;;;;;15;15;0;0;0;356
66120;12066120;Guteborn;;;;;;;20;19;1;0;0;268
66124;12066124;Hermsdorf;;;;;;;20;20;0;0;0;416
66132;12066132;Hohenbocka;;;;;;;34;32;2;0;0;355
66168;12066168;Kroppen;;;;;;;21;21;0;0;0;85
66176;12066176;Lauchhammer, Stadt;;;;;;;531;468;49;11;3;406
66188;12066188;Lindenau;;;;;;;19;16;3;0;0;231
66196;12066196;Lübbenau/Spreewald, Stadt;;;;;;;660;586;56;16;2;223
66202;12066202;Luckaitztal;;;;;;;26;25;1;0;0;266
66226;12066226;Neu-Seeland;;;;;;;10;10;0;0;0;362
66228;12066228;Neupetershain;;;;;;;31;29;2;0;0;276
66240;12066240;Ortrand, Stadt;;;;;;;137;124;11;2;0;69
66272;12066272;Ruhland, Stadt;;;;;;;174;160;13;1;0;415
66285;12066285;Schipkau;;;;;;;218;194;23;1;0;243
66292;12066292;Schwarzbach;;;;;;;19;18;1;0;0;244
66296;12066296;Schwarzheide, Stadt;;;;;;;247;196;41;9;1;264
66304;12066304;Senftenberg, Stadt;;;;;;;963;825;102;30;6;150
66316;12066316;Tettau;;;;;;;26;25;1;0;0;254
66320;12066320;Vetschau/Spreewald, Stadt;;;;;;;331;298;27;4;2;338
67024;12067024;Bad Saarow;;;;;;;275;256;11;7;1;60
67036;12067036;Beeskow, Stadt;;;;;;;431;388;31;11;1;344
67040;12067040;Berkenbrück;;;;;;;30;28;2;0;0;322
67072;12067072;Briesen (Mark);;;;;;;96;92;3;1;0;288
67076;12067076;Brieskow-Finkenheerd;;;;;;;88;82;6;0;0;126
67112;12067112;Diensdorf-Radlow;;;;;;;15;14;1;0;0;34
67120;12067120;Eisenhüttenstadt, Stadt;;;;;;;973;822;107;41;3;353
67124;12067124;Erkner, Stadt;;;;;;;472;438;26;8;0;391
67137;12067137;Friedland, Stadt;;;;;;;131;125;6;0;0;350
67144;12067144;Fürstenwalde/Spree, Stadt;;;;;;;1315;1146;124;39;6;249
67173;12067173;Gosen-Neu Zittau;;;;;;;171;161;9;1;0;108
67180;12067180;Groß Lindow;;;;;;;61;61;0;0;0;274
67201;12067201;Grünheide (Mark);;;;;;;350;314;27;6;3;228
67205;12067205;Grunow-Dammendorf;;;;;;;23;23;0;0;0;401
67237;12067237;Jacobsdorf;;;;;;;87;74;11;2;0;127
67288;12067288;Langewahl;;;;;;;26;25;1;0;0;333
67292;12067292;Lawitz;;;;;;;17;17;0;0;0;280
67324;12067324;Mixdorf;;;;;;;28;27;1;0;0;318
67336;12067336;Müllrose, Stadt;;;;;;;178;156;20;1;1;334
67338;12067338;Neißemünde;;;;;;;44;43;1;0;0;380
67357;12067357;Neuzelle;;;;;;;138;124;12;2;0;384
67397;12067397;Ragow-Merz;;;;;;;9;9;0;0;0;349
67408;12067408;Rauen;;;;;;;62;59;2;1;0;267
67413;12067413;Reichenwalde;;;;;;;45;41;4;0;0;376
67426;12067426;Rietz-Neuendorf;;;;;;;154;144;7;3;0;331
67438;12067438;Schlaubetal;;;;;;;46;44;2;0;0;395
67440;12067440;Schöneiche bei Berlin;;;;;;;651;621;29;1;0;379
67458;12067458;Siehdichum;;;;;;;47;46;1;0;0;61
67469;12067469;Spreenhagen;;;;;;;159;144;15;0;0;53
67473;12067473;Steinhöfel;;;;;;;121;113;8;0;0;291
67481;12067481;Storkow (Mark), Stadt;;;;;;;419;379;34;6;0;248
67493;12067493;Tauche;;;;;;;159;147;12;0;0;275
67508;12067508;Vogelsang;;;;;;;21;19;2;0;0;341
67520;12067520;Wendisch Rietz;;;;;;;86;76;10;0;0;170
67528;12067528;Wiesenau;;;;;;;52;49;3;0;0;323
67544;12067544;Woltersdorf;;;;;;;412;388;22;2;0;411
67552;12067552;Ziltendorf;;;;;;;44;41;3;0;0;285
68052;12068052;Breddin;;;;;;;31;29;2;0;0;162
68072;12068072;Dabergotz;;;;;;;19;17;2;0;0;97
68109;12068109;Dreetz;;;;;;;38;36;2;0;0;141
68117;12068117;Fehrbellin;;;;;;;374;341;28;5;0;114
68181;12068181;Heiligengrabe;;;;;;;146;125;15;5;1;195
68188;12068188;Herzberg (Mark);;;;;;;27;24;3;0;0;303
68264;12068264;Kyritz, Stadt;;;;;;;511;461;39;11;0;377
68280;12068280;Lindow (Mark), Stadt;;;;;;;138;126;10;2;0;301
68306;12068306;Märkisch Linden;;;;;;;42;32;6;4;0;177
68320;12068320;Neuruppin, Stadt;;;;;;;1416;1216;145;53;2;404
68324;12068324;Neustadt (Dosse), Stadt;;;;;;;170;153;14;3;0;72
68353;12068353;Rheinsberg, Stadt;;;;;;;389;353;29;7;0;426
68372;12068372;Rüthnick;;;;;;;10;10;0;0;0;75
68409;12068409;Sieversdorf-Hohenofen;;;;;;;27;26;1;0;0;226
68413;12068413;Storbeck-Frankendorf;;;;;;;12;12;0;0;0;46
68417;12068417;Stüdenitz-Schönermark;;;;;;;24;23;1;0;0;259
68425;12068425;Temnitzquell;;;;;;;25;25;0;0;0;205
68426;12068426;Temnitztal;;;;;;;42;37;5;0;0;213
68437;12068437;Vielitzsee;;;;;;;19;18;1;0;0;87
68452;12068452;Walsleben;;;;;;;31;26;4;1;0;218
68468;12068468;Wittstock/Dosse, Stadt;;;;;;;697;615;72;10;0;157
68477;12068477;Wusterhausen/Dosse;;;;;;;226;208;14;4;0;403
68501;12068501;Zernitz-Lohm;;;;;;;38;37;1;0;0;112
69017;12069017;Beelitz, Stadt;;;;;;;570;515;46;7;2;37
69018;12069018;Beetzsee;;;;;;;112;106;6;0;0;221
69019;12069019;Beetzseeheide;;;;;;;28;28;0;0;0;219
69020;12069020;Bad Belzig, Stadt;;;;;;;563;506;49;7;1;237
69028;12069028;Bensdorf;;;;;;;45;44;1;0;0;149
69052;12069052;Borkheide;;;;;;;92;82;8;2;0;86
69056;12069056;Borkwalde;;;;;;;44;44;0;0;0;136
69076;12069076;Brück, Stadt;;;;;;;183;169;13;1;0;99
69089;12069089;Buckautal;;;;;;;11;11;0;0;0;122
69216;12069216;Golzow;;;;;;;72;70;2;0;0;182
69224;12069224;Görzke;;;;;;;69;63;6;0;0;144
69232;12069232;Gräben;;;;;;;21;20;1;0;0;49
69249;12069249;Groß Kreutz (Havel);;;;;;;336;315;20;0;1;77
69270;12069270;Havelsee, Stadt;;;;;;;117;113;4;0;0;220
69304;12069304;Kleinmachnow;;;;;;;987;905;65;15;2;292
69306;12069306;Kloster Lehnin;;;;;;;510;454;48;7;1;16
69345;12069345;Linthe;;;;;;;70;55;11;4;0;145
69397;12069397;Michendorf;;;;;;;596;551;39;6;0;240
69402;12069402;Mühlenfließ;;;;;;;39;37;1;1;0;252
69448;12069448;Niemegk, Stadt;;;;;;;120;104;13;3;0;74
69454;12069454;Nuthetal;;;;;;;400;373;22;5;0;48
69460;12069460;Päwesin;;;;;;;27;26;1;0;0;152
69470;12069470;Planebruch;;;;;;;35;33;2;0;0;15
69474;12069474;Planetal;;;;;;;46;44;2;0;0;76
69485;12069485;Rabenstein/Fläming;;;;;;;29;29;0;0;0;185
69537;12069537;Rosenau;;;;;;;22;21;1;0;0;175
69541;12069541;Roskow;;;;;;;35;32;3;0;0;151
69590;12069590;Schwielowsee;;;;;;;491;456;31;4;0;421
69596;12069596;Seddiner See;;;;;;;170;150;16;2;2;230
69604;12069604;Stahnsdorf;;;;;;;867;813;39;13;2;101
69616;12069616;Teltow, Stadt;;;;;;;1113;978;103;28;4;116
69632;12069632;Treuenbrietzen, Stadt;;;;;;;351;313;34;3;1;83
69648;12069648;Wenzlow;;;;;;;18;18;0;0;0;94
69656;12069656;Werder (Havel), Stadt;;;;;;;1163;1050;92;21;0;206
69665;12069665;Wiesenburg/Mark;;;;;;;186;167;17;2;0;102
69680;12069680;Wollin;;;;;;;29;24;5;0;0;215
69688;12069688;Wusterwitz;;;;;;;123;119;4;0;0;201
69696;12069696;Ziesar, Stadt;;;;;;;130;111;18;1;0;167
70008;12070008;Bad Wilsnack, Stadt;;;;;;;158;134;17;6;1;25
70028;12070028;Berge;;;;;;;32;30;2;0;0;131
70052;12070052;Breese;;;;;;;49;47;2;0;0;104
70060;12070060;Cumlosen;;;;;;;35;31;4;0;0;65
70096;12070096;Gerdshagen;;;;;;;17;15;2;0;0;314
70125;12070125;Groß Pankow (Prignitz);;;;;;;120;112;6;2;0;194
70145;12070145;Gülitz-Reetz;;;;;;;18;18;0;0;0;247
70149;12070149;Gumtow;;;;;;;125;121;3;1;0;241
70153;12070153;Halenbeck-Rohlsdorf;;;;;;;16;16;0;0;0;374
70173;12070173;Karstädt;;;;;;;263;233;25;5;0;156
70222;12070222;Kümmernitztal;;;;;;;6;6;0;0;0;309
70236;12070236;Lanz;;;;;;;29;27;2;0;0;166
70241;12070241;Legde/Quitzöbel;;;;;;;20;20;0;0;0;158
70244;12070244;Lenzen (Elbe), Stadt;;;;;;;118;107;10;1;0;169
70246;12070246;Lenzerwische;;;;;;;15;14;1;0;0;159
70266;12070266;Marienfließ;;;;;;;26;24;2;0;0;171
70280;12070280;Meyenburg, Stadt;;;;;;;128;118;7;2;1;310
70296;12070296;Perleberg, Stadt;;;;;;;672;586;73;11;2;105
70300;12070300;Pirow;;;;;;;17;16;1;0;0;125
70302;12070302;Plattenburg;;;;;;;108;99;7;2;0;32
70316;12070316;Pritzwalk, Stadt;;;;;;;623;525;78;18;2;196
70325;12070325;Putlitz, Stadt;;;;;;;115;105;9;1;0;305
70348;12070348;Rühstädt;;;;;;;20;18;2;0;0;68
70393;12070393;Triglitz;;;;;;;14;14;0;0;0;130
70416;12070416;Weisen;;;;;;;36;31;4;1;0;64
70424;12070424;Wittenberge, Stadt;;;;;;;723;634;73;14;2;31
71028;12071028;Briesen;;;;;;;27;27;0;0;0;339
71032;12071032;Burg (Spreewald);;;;;;;303;278;21;4;0;330
71041;12071041;Dissen-Striesow;;;;;;;26;25;1;0;0;41
71044;12071044;Döbern, Stadt;;;;;;;148;135;11;2;0;326
71052;12071052;Drachhausen;;;;;;;29;27;2;0;0;315
71057;12071057;Drebkau, Stadt;;;;;;;201;185;15;1;0;358
71060;12071060;Drehnow;;;;;;;14;14;0;0;0;299
71074;12071074;Felixsee;;;;;;;66;65;1;0;0;316
71076;12071076;Forst (Lausitz), Stadt;;;;;;;753;678;67;7;1;393
71153;12071153;Groß Schacksdorf-Simmersdorf;;;;;;;34;31;3;0;0;319
71160;12071160;Guben, Stadt;;;;;;;687;609;61;13;4;279
71164;12071164;Guhrow;;;;;;;26;24;1;1;0;371
71176;12071176;Heinersbrück;;;;;;;16;14;2;0;0;386
71185;12071185;Hornow-Wadelsdorf;;;;;;;28;24;4;0;0;298
71189;12071189;Jämlitz-Klein Düben;;;;;;;10;10;0;0;0;332
71193;12071193;Jänschwalde;;;;;;;48;45;3;0;0;26
71244;12071244;Kolkwitz;;;;;;;514;453;56;5;0;367
71294;12071294;Neiße-Malxetal;;;;;;;49;47;2;0;0;328
71301;12071301;Neuhausen/Spree;;;;;;;200;194;6;0;0;385
71304;12071304;Peitz, Stadt;;;;;;;255;215;32;5;3;297
71337;12071337;Schenkendöbern;;;;;;;126;119;7;0;0;364
71341;12071341;Schmogrow-Fehrow;;;;;;;23;22;1;0;0;57
71372;12071372;Spremberg, Stadt;;;;;;;970;856;85;25;4;336
71384;12071384;Tauer;;;;;;;25;22;3;0;0;313
71386;12071386;Teichland;;;;;;;46;42;3;1;0;394
71392;12071392;Tschernitz;;;;;;;49;46;2;1;0;335
71401;12071401;Turnow-Preilack;;;;;;;33;32;0;1;0;300
71408;12071408;Welzow, Stadt;;;;;;;123;107;14;2;0;337
71412;12071412;Werben;;;;;;;54;51;3;0;0;58
71414;12071414;Wiesengrund;;;;;;;31;29;2;0;0;392
72002;12072002;Am Mellensee;;;;;;;272;256;14;2;0;142
72014;12072014;Baruth/Mark, Stadt;;;;;;;194;174;15;3;2;107
72017;12072017;Blankenfelde-Mahlow;;;;;;;1046;944;82;18;2;164
72053;12072053;Dahme/Mark, Stadt;;;;;;;247;227;15;5;0;79
72055;12072055;Dahmetal;;;;;;;11;11;0;0;0;82
72120;12072120;Großbeeren;;;;;;;433;351;60;19;3;165
72157;12072157;Ihlow;;;;;;;27;26;1;0;0;24
72169;12072169;Jüterbog, Stadt;;;;;;;603;541;59;3;0;147
72232;12072232;Luckenwalde, Stadt;;;;;;;907;799;81;23;4;137
72240;12072240;Ludwigsfelde, Stadt;;;;;;;1026;868;123;28;7;163
72297;12072297;Niedergörsdorf;;;;;;;199;182;15;2;0;179
72298;12072298;Niederer Fläming;;;;;;;108;96;12;0;0;22
72312;12072312;Nuthe-Urstromtal;;;;;;;235;222;12;1;0;27
72340;12072340;Rangsdorf;;;;;;;393;354;28;9;2;207
72426;12072426;Trebbin, Stadt;;;;;;;456;408;44;4;0;20
72477;12072477;Zossen, Stadt;;;;;;;810;744;55;10;1;172
73008;12073008;Angermünde, Stadt;;;;;;;561;511;42;8;0;133
