AGS5;AGS;AGS-Bezeichnung;WZ3;WZ1-Code;WZ2-Code;WZ3-CodeNeu;WZ3-Code;WZ3-Name;insgesamt;SvB_0_bis_9;SvB_10_bis_49;SvB_50_bis_249;SvB_250_und_mehr;ID
72053;12072053;Dahme/Mark, Stadt;;;;;;;251;232;14;5;0;79
72055;12072055;Dahmetal;;;;;;;14;14;0;0;0;82
72120;12072120;Großbeeren;;;;;;;416;331;67;16;2;165
72157;12072157;Ihlow;;;;;;;27;26;1;0;0;24
72169;12072169;Jüterbog, Stadt;;;;;;;597;525;68;4;0;147
72232;12072232;Luckenwalde, Stadt;;;;;;;915;812;78;22;3;137
72240;12072240;Ludwigsfelde, Stadt;;;;;;;995;843;113;31;8;163
72297;12072297;Niedergörsdorf;;;;;;;181;162;17;2;0;179
72298;12072298;Niederer Fläming;;;;;;;101;91;10;0;0;22
72312;12072312;Nuthe-Urstromtal;;;;;;;250;236;13;1;0;27
72340;12072340;Rangsdorf;;;;;;;391;356;27;6;2;207
72426;12072426;Trebbin, Stadt;;;;;;;445;395;45;5;0;20
72477;12072477;Zossen, Stadt;;;;;;;788;722;55;10;1;172
73008;12073008;Angermünde, Stadt;;;;;;;544;492;42;10;0;133
73032;12073032;Berkholz-Meyenburg;;;;;;;53;47;6;0;0;33
73069;12073069;Boitzenburger Land;;;;;;;109;94;13;2;0;413
73085;12073085;Brüssow, Stadt;;;;;;;61;58;3;0;0;56
73093;12073093;Carmzow-Wallmow;;;;;;;17;15;2;0;0;307
73097;12073097;Casekow;;;;;;;45;41;3;1;0;422
73157;12073157;Flieth-Stegelitz;;;;;;;19;19;0;0;0;134
73189;12073189;Gartz (Oder), Stadt;;;;;;;73;67;6;0;0;304
73201;12073201;Gerswalde;;;;;;;63;58;4;1;0;63
73216;12073216;Göritz;;;;;;;21;17;3;1;0;302
73225;12073225;Gramzow;;;;;;;66;62;3;1;0;308
73261;12073261;Grünow;;;;;;;26;25;0;1;0;55
73309;12073309;Hohenselchow-Groß Pinnow;;;;;;;7;6;1;0;0;428
73384;12073384;Lychen, Stadt;;;;;;;171;159;12;0;0;414
73386;12073386;Mark Landin;;;;;;;15;13;2;0;0;224
73393;12073393;Mescherin;;;;;;;11;9;2;0;0;366
73396;12073396;Milmersdorf;;;;;;;57;51;5;1;0;427
73404;12073404;Mittenwalde;;;;;;;9;9;0;0;0;296
73429;12073429;Nordwestuckermark;;;;;;;112;106;5;1;0;368
73430;12073430;Oberuckersee;;;;;;;53;50;2;1;0;295
73440;12073440;Pinnow;;;;;;;42;38;1;3;0;250
73452;12073452;Prenzlau, Stadt;;;;;;;822;700;100;21;1;129
73458;12073458;Randowtal;;;;;;;24;24;0;0;0;369
73490;12073490;Schenkenberg;;;;;;;54;47;6;1;0;306
73505;12073505;Schöneberg;;;;;;;17;15;2;0;0;351
73520;12073520;Schönfeld;;;;;;;18;17;1;0;0;370
73532;12073532;Schwedt/Oder, Stadt;;;;;;;1013;844;126;38;5;425
73565;12073565;Tantow;;;;;;;20;16;4;0;0;365
73569;12073569;Temmen-Ringenwalde;;;;;;;29;27;1;1;0;14
73572;12073572;Templin, Stadt;;;;;;;741;665;59;17;0;424
73578;12073578;Uckerfelde;;;;;;;20;17;3;0;0;375
73579;12073579;Uckerland;;;;;;;60;53;7;0;0;42
73603;12073603;Passow;;;;;;;49;44;4;1;0;54
73645;12073645;Zichow;;;;;;;8;8;0;0;0;294
